w,day1,day2,day3,day4,day5,day6
3251.47373,0.26647,0.33414,0.30163,0.33057,0.35811,0.33347
3249.54521,0.26573,0.33379,0.3011,0.33019,0.35765,0.33297
3247.6167,0.26506,0.33328,0.30052,0.32981,0.35729,0.33246
3245.68819,0.26442,0.33262,0.29984,0.32931,0.35696,0.33196
3243.75967,0.26376,0.3319,0.29916,0.32874,0.35652,0.33145
3241.83116,0.2631,0.33128,0.29849,0.32828,0.35592,0.33086
3239.90265,0.26232,0.33081,0.29775,0.3279,0.35521,0.33018
3237.97413,0.26141,0.33038,0.29704,0.32741,0.35443,0.32949
3236.04562,0.26056,0.32986,0.29634,0.32677,0.35366,0.32877
3234.1171,0.25978,0.32915,0.29552,0.32603,0.35297,0.32803
3232.18859,0.25885,0.3283,0.2946,0.32519,0.35225,0.32732
3230.26008,0.25773,0.32737,0.29368,0.3243,0.35135,0.3266
3228.33156,0.25667,0.32635,0.29276,0.3234,0.35033,0.32568
3226.40305,0.25577,0.32535,0.29178,0.3225,0.34931,0.32454
3224.47454,0.25483,0.32439,0.29068,0.32155,0.34832,0.32335
3222.54602,0.25369,0.32339,0.28954,0.32057,0.34729,0.32223
3220.61751,0.2524,0.32233,0.28842,0.31955,0.34606,0.32112
3218.689,0.25107,0.32121,0.28726,0.31848,0.3446,0.31988
3216.76048,0.2497,0.32002,0.28602,0.31734,0.34314,0.31851
3214.83197,0.2483,0.31876,0.28465,0.31605,0.3418,0.31711
3212.90346,0.24691,0.31738,0.28315,0.31469,0.34045,0.31573
3210.97494,0.2455,0.31596,0.28164,0.31335,0.33908,0.31437
3209.04643,0.24402,0.31455,0.28027,0.312,0.33772,0.31297
3207.11792,0.24245,0.313,0.27891,0.31058,0.33621,0.31146
3205.1894,0.24084,0.31128,0.2775,0.30908,0.33444,0.30976
3203.26089,0.23926,0.3096,0.27601,0.30754,0.33248,0.30786
3201.33238,0.23773,0.30802,0.27434,0.30597,0.33056,0.30588
3199.40386,0.23614,0.30636,0.27251,0.30435,0.32879,0.30394
3197.47535,0.23434,0.30452,0.27069,0.30267,0.327,0.30209
3195.54684,0.23234,0.30258,0.26894,0.30091,0.32504,0.30021
3193.61832,0.23037,0.30062,0.26721,0.29915,0.32298,0.29823
3191.68981,0.22856,0.29863,0.26546,0.29735,0.32093,0.2962
3189.76129,0.22678,0.29664,0.26367,0.29542,0.31885,0.29418
3187.83278,0.22491,0.29463,0.26189,0.29337,0.31667,0.29218
3185.90427,0.223,0.2926,0.26011,0.29138,0.31443,0.29008
3183.97575,0.22108,0.29054,0.25827,0.28952,0.31219,0.28779
3182.04724,0.2191,0.28835,0.2564,0.28762,0.3099,0.28541
3180.11873,0.21697,0.28603,0.25453,0.28561,0.30757,0.28309
3178.19021,0.21476,0.28371,0.25262,0.28351,0.30526,0.28078
3176.2617,0.21267,0.2815,0.25078,0.2814,0.30289,0.27842
3174.33319,0.21073,0.27938,0.24906,0.2794,0.30049,0.276
3172.40467,0.20876,0.27723,0.24727,0.27746,0.29812,0.27347
3170.47616,0.20659,0.27486,0.24529,0.27537,0.29563,0.27091
3168.54765,0.20432,0.27228,0.24327,0.27313,0.29301,0.26842
3166.61913,0.20212,0.26973,0.24142,0.27091,0.29039,0.26598
3164.69062,0.20001,0.26733,0.23961,0.26871,0.28786,0.26345
3162.76211,0.19785,0.26494,0.23767,0.26643,0.28533,0.26079
3160.83359,0.19561,0.26248,0.23569,0.26405,0.28272,0.25808
3158.90508,0.1934,0.26003,0.23379,0.26163,0.28007,0.25542
3156.97657,0.19124,0.25756,0.23188,0.25928,0.27744,0.25288
3155.04805,0.18909,0.255,0.22993,0.25705,0.27489,0.25041
3153.11954,0.18688,0.25243,0.22802,0.2548,0.27231,0.24788
3151.19103,0.18464,0.24986,0.2261,0.25247,0.26958,0.24521
3149.26251,0.18243,0.24728,0.22408,0.25017,0.26676,0.24241
3147.334,0.18024,0.24471,0.22197,0.24797,0.26401,0.23959
3145.40548,0.17797,0.24212,0.21986,0.24571,0.26137,0.23678
3143.47697,0.17565,0.23951,0.21773,0.24329,0.25873,0.23403
3141.54846,0.17343,0.23692,0.21552,0.24082,0.25605,0.23147
3139.61994,0.17134,0.23437,0.2133,0.2384,0.25338,0.22903
3137.69143,0.16923,0.23178,0.2111,0.23605,0.25074,0.22644
3135.76292,0.16703,0.22917,0.20883,0.23378,0.24812,0.22364
3133.8344,0.16484,0.22664,0.20652,0.2315,0.2455,0.22084
3131.90589,0.16277,0.22422,0.20426,0.22912,0.24291,0.21814
3129.97738,0.16077,0.22183,0.20211,0.22674,0.24037,0.21556
3128.04886,0.15877,0.21944,0.19999,0.22447,0.2378,0.21313
3126.12035,0.15675,0.21706,0.19786,0.22229,0.23514,0.21076
3124.19184,0.1547,0.21462,0.1958,0.22015,0.23247,0.2083
3122.26332,0.15264,0.21206,0.19387,0.21799,0.22989,0.2057
3120.33481,0.15061,0.20949,0.19205,0.2158,0.2274,0.20306
3118.4063,0.14868,0.20703,0.19036,0.21368,0.225,0.20051
3116.47778,0.14685,0.2047,0.18873,0.2116,0.22259,0.19807
3114.54927,0.14506,0.20241,0.18706,0.20943,0.22006,0.19566
3112.62076,0.14324,0.20011,0.18529,0.20717,0.21739,0.19324
3110.69224,0.14136,0.19781,0.18351,0.20498,0.21483,0.19088
3108.76373,0.13951,0.19561,0.18178,0.20293,0.2125,0.18853
3106.83522,0.13774,0.19348,0.18009,0.20095,0.21026,0.18618
3104.9067,0.136,0.1913,0.17839,0.19893,0.20795,0.18383
3102.97819,0.1342,0.18906,0.17658,0.19688,0.2056,0.18149
3101.04967,0.1324,0.18681,0.17471,0.19486,0.20326,0.17919
3099.12116,0.13067,0.18455,0.17294,0.19284,0.20095,0.17695
3097.19265,0.12899,0.1823,0.17132,0.19077,0.19871,0.17473
3095.26413,0.12732,0.18006,0.16975,0.18872,0.19647,0.17244
3093.33562,0.12567,0.17786,0.16817,0.18678,0.19424,0.1701
3091.40711,0.12406,0.17574,0.1665,0.1849,0.19209,0.16779
3089.47859,0.12247,0.17371,0.16477,0.18304,0.19006,0.16564
3087.55008,0.12088,0.17171,0.16309,0.18118,0.18802,0.16359
3085.62157,0.11932,0.16973,0.16151,0.17933,0.18589,0.16155
3083.69305,0.11782,0.16778,0.15999,0.17752,0.18365,0.15952
3081.76454,0.11641,0.16583,0.1585,0.17573,0.18145,0.15755
3079.83603,0.115,0.16385,0.15699,0.174,0.17938,0.15557
3077.90751,0.11351,0.1619,0.15544,0.17229,0.17738,0.15356
3075.979,0.11201,0.16,0.15389,0.17056,0.17536,0.15159
3074.05049,0.11052,0.15814,0.15235,0.1688,0.17335,0.14966
3072.12197,0.10901,0.15624,0.1508,0.16709,0.17141,0.14771
3070.19346,0.10749,0.15426,0.14926,0.16543,0.16955,0.14572
3068.26495,0.10596,0.15229,0.14777,0.16383,0.16778,0.14374
3066.33643,0.10442,0.15046,0.14633,0.16225,0.16602,0.14181
3064.40792,0.10292,0.14877,0.14494,0.16062,0.16412,0.13994
3062.47941,0.10156,0.14714,0.14353,0.15888,0.16216,0.13816
3060.55089,0.10025,0.14548,0.14208,0.15717,0.16032,0.13644
3058.62238,0.09887,0.14373,0.14068,0.15561,0.15854,0.1347
3056.69386,0.09746,0.14198,0.13936,0.1541,0.15673,0.13296
3054.76535,0.09607,0.1403,0.13808,0.1526,0.15495,0.13126
3052.83684,0.09466,0.13867,0.13676,0.15114,0.15326,0.12953
3050.90832,0.09325,0.13707,0.13541,0.14971,0.15164,0.12785
3048.97981,0.09184,0.13551,0.13402,0.14823,0.15003,0.12626
3047.0513,0.09046,0.13394,0.13261,0.14675,0.14845,0.12465
3045.12278,0.08917,0.13232,0.13128,0.1453,0.14687,0.123
3043.19427,0.08796,0.13072,0.13005,0.14388,0.14529,0.1214
3041.26576,0.08673,0.12921,0.12881,0.14245,0.14374,0.11989
3039.33724,0.08553,0.12777,0.12759,0.14105,0.14221,0.11838
3037.40873,0.08439,0.1263,0.12644,0.13974,0.14069,0.11686
3035.48022,0.08324,0.1248,0.12531,0.13847,0.13919,0.11539
3033.5517,0.08205,0.12333,0.12413,0.13725,0.13772,0.11396
3031.62319,0.08085,0.12197,0.12298,0.13604,0.1363,0.11253
3029.69468,0.07976,0.12072,0.12194,0.13481,0.13484,0.11116
3027.76616,0.07872,0.11952,0.12092,0.13359,0.13335,0.10986
3025.83765,0.07763,0.11825,0.11985,0.13239,0.13191,0.10854
3023.90914,0.07651,0.11692,0.1188,0.13121,0.13058,0.10719
3021.98062,0.07547,0.11559,0.11785,0.13001,0.12932,0.10583
3020.05211,0.07454,0.11429,0.11694,0.12885,0.1281,0.10451
3018.1236,0.07369,0.11303,0.11605,0.1278,0.12689,0.10324
3016.19508,0.07286,0.11183,0.11518,0.12677,0.12569,0.10205
3014.26657,0.07207,0.11067,0.1143,0.12565,0.12452,0.1009
3012.33805,0.07135,0.10962,0.11343,0.12451,0.12346,0.09978
3010.40954,0.07063,0.1086,0.11263,0.12343,0.12242,0.09864
3008.48103,0.06981,0.10751,0.11187,0.12245,0.12134,0.09747
3006.55251,0.0689,0.10633,0.11115,0.12156,0.12018,0.0963
3004.624,0.06799,0.10516,0.11044,0.12072,0.11901,0.09516
3002.69549,0.06702,0.10396,0.10967,0.11979,0.11787,0.09403
3000.76697,0.066,0.1028,0.10884,0.11876,0.11678,0.09291
2998.83846,0.0652,0.10179,0.10815,0.11779,0.11589,0.09188
2996.90995,0.0644,0.10083,0.10746,0.11685,0.11493,0.09092
2994.98143,0.06371,0.0999,0.10684,0.11604,0.11395,0.09003
2993.05292,0.06305,0.099,0.10629,0.11527,0.11301,0.08913
2991.12441,0.06243,0.09807,0.10574,0.1145,0.1121,0.08819
2989.19589,0.06192,0.09716,0.1052,0.1138,0.11125,0.0873
2987.26738,0.06154,0.09637,0.10476,0.11313,0.11048,0.0865
2985.33887,0.06131,0.09565,0.10444,0.11242,0.10978,0.08576
2983.41035,0.0612,0.09491,0.10421,0.11171,0.10908,0.085
2981.48184,0.06122,0.0942,0.10402,0.1111,0.10835,0.0842
2979.55333,0.06131,0.0935,0.10389,0.1106,0.10763,0.08343
2977.62481,0.06148,0.09281,0.10386,0.1101,0.10696,0.08275
2975.6963,0.06184,0.09219,0.10399,0.10962,0.10634,0.08216
2973.76779,0.06236,0.09169,0.10424,0.10922,0.10574,0.08157
2971.83927,0.06297,0.09123,0.10452,0.10883,0.10522,0.08092
2969.91076,0.06372,0.09075,0.10483,0.10845,0.10481,0.08029
2967.98224,0.06467,0.09027,0.10523,0.10813,0.10441,0.07976
2966.05373,0.06577,0.08977,0.10561,0.10791,0.10399,0.07927
2964.12522,0.06693,0.08926,0.10584,0.1077,0.10358,0.07875
2962.1967,0.06803,0.08878,0.10587,0.1074,0.10314,0.07822
2960.26819,0.069,0.08835,0.10585,0.107,0.10266,0.0777
2958.33968,0.06969,0.0879,0.10579,0.1066,0.10215,0.07716
2956.41116,0.0699,0.08735,0.10563,0.10621,0.10159,0.0766
2954.48265,0.06955,0.0867,0.10541,0.10571,0.10095,0.07599
2952.55414,0.06878,0.08603,0.10526,0.10507,0.10025,0.07539
2950.62562,0.06791,0.08544,0.10531,0.10446,0.09959,0.0748
2948.69711,0.06731,0.08496,0.1056,0.10402,0.09907,0.07419
2946.7686,0.06728,0.08454,0.10616,0.10378,0.09874,0.07357
2944.84008,0.06792,0.08414,0.107,0.10369,0.09858,0.07305
2942.91157,0.06917,0.08382,0.10812,0.1037,0.09849,0.07269
2940.98306,0.07108,0.08366,0.10949,0.10384,0.09845,0.07252
2939.05454,0.07362,0.08365,0.11102,0.10419,0.09852,0.07241
2937.12603,0.07668,0.08371,0.11253,0.1047,0.09874,0.07228
2935.19752,0.0801,0.08376,0.11394,0.10518,0.09901,0.07218
2933.269,0.0838,0.08384,0.11515,0.10561,0.09925,0.07214
2931.34049,0.08768,0.08402,0.11613,0.10605,0.09947,0.07205
2929.41198,0.09157,0.08422,0.11682,0.1065,0.09964,0.07193
2927.48346,0.09533,0.08433,0.11712,0.10684,0.09973,0.07184
2925.55495,0.0988,0.0843,0.11691,0.10693,0.09965,0.0717
2923.62643,0.10172,0.08406,0.11611,0.10663,0.09922,0.0714
2921.69792,0.10364,0.08354,0.11474,0.10597,0.09848,0.07084
2919.76941,0.10426,0.08276,0.11289,0.10508,0.09762,0.07005
2917.84089,0.10328,0.08182,0.11074,0.10399,0.09665,0.06917
2915.91238,0.1,0.08071,0.10835,0.10267,0.09546,0.0682
2913.98387,0.09406,0.07943,0.10571,0.1011,0.09402,0.06713
2912.05535,0.08668,0.07809,0.10301,0.0994,0.09254,0.06606
2910.12684,0.0798,0.07692,0.10056,0.0978,0.09125,0.06512
2908.19833,0.07439,0.07594,0.0985,0.09647,0.09021,0.06434
2906.26981,0.07029,0.07506,0.09678,0.09546,0.08935,0.0636
2904.3413,0.06711,0.07428,0.09535,0.0946,0.08855,0.06285
2902.41279,0.0645,0.07364,0.0941,0.09379,0.08775,0.06218
2900.48427,0.06225,0.07303,0.09292,0.09301,0.087,0.0616
2898.55576,0.06023,0.07244,0.09185,0.09228,0.08633,0.06109
2896.62725,0.05837,0.07188,0.0909,0.09164,0.0857,0.0606
2894.69873,0.05662,0.07132,0.08998,0.09104,0.08509,0.06009
2892.77022,0.05497,0.07079,0.08905,0.09041,0.08448,0.05959
2890.84171,0.05342,0.07034,0.08818,0.08977,0.08388,0.05915
2888.91319,0.05193,0.0699,0.08741,0.08917,0.08332,0.05877
2886.98468,0.05055,0.06939,0.08671,0.08863,0.08281,0.05834
2885.05617,0.04938,0.06883,0.08605,0.08814,0.08233,0.05785
2883.12765,0.04848,0.06833,0.08555,0.08765,0.08194,0.05743
2881.19914,0.04787,0.06796,0.0853,0.08722,0.08163,0.05711
2879.27062,0.04764,0.06765,0.08518,0.08692,0.08133,0.0568
2877.34211,0.04777,0.06736,0.08506,0.08673,0.08104,0.05645
2875.4136,0.04813,0.06708,0.08497,0.08659,0.08077,0.0561
2873.48508,0.04848,0.06684,0.085,0.08643,0.08051,0.05581
2871.55657,0.04862,0.0666,0.08512,0.08619,0.0802,0.05558
2869.62806,0.04854,0.06629,0.08529,0.08594,0.07989,0.05532
2867.69954,0.04852,0.06594,0.08563,0.0858,0.07963,0.05503
2865.77103,0.04903,0.06565,0.08622,0.08576,0.07945,0.05472
2863.84252,0.05042,0.06546,0.08707,0.08587,0.07942,0.05442
2861.914,0.05274,0.06537,0.08814,0.08622,0.07962,0.0542
2859.98549,0.05589,0.06542,0.08935,0.0868,0.08001,0.05417
2858.05698,0.05969,0.06567,0.09049,0.0875,0.08046,0.05429
2856.12846,0.06387,0.06602,0.0913,0.08814,0.08081,0.05444
2854.19995,0.06782,0.06624,0.09151,0.08849,0.08089,0.05449
2852.27144,0.07057,0.06615,0.09089,0.08833,0.08058,0.05434
2850.34292,0.07069,0.06568,0.08927,0.08755,0.07988,0.05388
2848.41441,0.06707,0.06485,0.08673,0.08622,0.07878,0.05313
2846.4859,0.06041,0.0638,0.0838,0.08464,0.07744,0.05228
2844.55738,0.05316,0.06274,0.08113,0.08313,0.07619,0.05144
2842.62887,0.04723,0.06187,0.07896,0.08191,0.07516,0.05068
2840.70036,0.04301,0.06118,0.07726,0.081,0.07432,0.05008
2838.77184,0.04008,0.0606,0.07591,0.08023,0.07362,0.04964
2836.84333,0.03798,0.06007,0.07482,0.07952,0.07308,0.04927
2834.91481,0.03639,0.05958,0.07394,0.07894,0.07267,0.04891
2832.9863,0.03511,0.05915,0.07322,0.07853,0.07231,0.04853
2831.05779,0.03403,0.05878,0.07262,0.07817,0.07195,0.04815
2829.12927,0.03312,0.05844,0.0721,0.07781,0.07155,0.0478
2827.20076,0.03237,0.05813,0.07166,0.07745,0.07113,0.04754
2825.27225,0.03172,0.05786,0.07123,0.07714,0.07081,0.04736
2823.34373,0.03116,0.05763,0.07076,0.07683,0.07054,0.04715
2821.41522,0.03068,0.0574,0.07036,0.07653,0.07024,0.04689
2819.48671,0.03019,0.05709,0.07003,0.07628,0.06993,0.04661
2817.55819,0.02972,0.05676,0.06969,0.07605,0.06968,0.04636
2815.62968,0.02927,0.05649,0.06933,0.0758,0.06946,0.04615
2813.70117,0.02884,0.05624,0.06897,0.07555,0.06919,0.04591
2811.77265,0.02848,0.05602,0.06866,0.07528,0.06892,0.04567
2809.84414,0.02817,0.0558,0.06842,0.07499,0.06872,0.04547
2807.91563,0.02785,0.0556,0.06817,0.07474,0.06855,0.04527
2805.98711,0.02755,0.05541,0.06791,0.07456,0.06834,0.04505
2804.0586,0.02728,0.0552,0.06764,0.07437,0.0681,0.04485
2802.13009,0.02703,0.05497,0.06737,0.07411,0.06788,0.04469
2800.20157,0.02676,0.05477,0.06714,0.07384,0.06768,0.0445
2798.27306,0.0265,0.0546,0.06696,0.07364,0.06745,0.04429
2796.34455,0.02623,0.05442,0.06678,0.07348,0.06722,0.04411
2794.41603,0.02597,0.05422,0.06658,0.07332,0.06701,0.04395
2792.48752,0.02572,0.05401,0.06632,0.07314,0.0668,0.04376
2790.559,0.02549,0.05379,0.06608,0.07297,0.06664,0.04359
2788.63049,0.02526,0.0536,0.06588,0.07283,0.06651,0.04342
2786.70198,0.02503,0.05345,0.06574,0.0727,0.06637,0.04322
2784.77346,0.02483,0.05331,0.06561,0.07254,0.06623,0.04304
2782.84495,0.02462,0.05314,0.06545,0.07235,0.06607,0.0429
2780.91644,0.02437,0.05295,0.06523,0.07217,0.06589,0.04276
2778.98792,0.02413,0.05278,0.06499,0.07204,0.06566,0.04259
2777.05941,0.02393,0.05262,0.06479,0.0719,0.06545,0.04243
2775.1309,0.02375,0.05245,0.06464,0.07173,0.0653,0.04226
2773.20238,0.02357,0.05229,0.06451,0.07156,0.06515,0.04211
2771.27387,0.02339,0.05216,0.06436,0.0714,0.06497,0.04201
2769.34536,0.02322,0.05203,0.0642,0.07127,0.06482,0.0419
2767.41684,0.0231,0.05193,0.06409,0.07115,0.0647,0.04178
2765.48833,0.02298,0.05183,0.06399,0.071,0.0646,0.04163
2763.55982,0.02282,0.05168,0.06383,0.07083,0.06447,0.04145
2761.6313,0.02265,0.0515,0.06365,0.07068,0.06436,0.0413
2759.70279,0.02252,0.05136,0.06353,0.07058,0.0643,0.04124
2757.77428,0.02238,0.05127,0.06343,0.0705,0.06421,0.04121
2755.84576,0.02223,0.05114,0.06328,0.07042,0.06403,0.04109
2753.91725,0.02211,0.05095,0.06312,0.0703,0.06381,0.04089
2751.98874,0.02202,0.05078,0.06302,0.07015,0.06366,0.04072
2750.06022,0.02194,0.05067,0.06299,0.07001,0.06359,0.04061
2748.13171,0.02187,0.05062,0.06294,0.06988,0.06351,0.04053
2746.20319,0.02179,0.05054,0.06286,0.06976,0.0634,0.04044
2744.27468,0.02167,0.05041,0.06274,0.06965,0.06331,0.04035
2742.34617,0.02157,0.05033,0.06263,0.06954,0.06324,0.04027
2740.41765,0.02153,0.05029,0.06251,0.06943,0.06315,0.0402
2738.48914,0.02152,0.0502,0.06238,0.06932,0.06306,0.04008
2736.56063,0.02143,0.05002,0.06221,0.06922,0.06297,0.03993
2734.63211,0.02129,0.04989,0.06209,0.06915,0.06288,0.03981
2732.7036,0.02118,0.04983,0.06203,0.06909,0.0628,0.03971
2730.77509,0.0211,0.0498,0.06193,0.06902,0.06269,0.03966
2728.84657,0.02103,0.04976,0.06183,0.06897,0.06254,0.03966
2726.91806,0.02093,0.0497,0.06176,0.06889,0.06239,0.03963
2724.98955,0.02082,0.0496,0.06171,0.0688,0.06228,0.03954
2723.06103,0.02069,0.04949,0.06161,0.0687,0.0622,0.03942
2721.13252,0.02058,0.04938,0.06148,0.06858,0.06213,0.03933
2719.20401,0.02051,0.04929,0.06139,0.06847,0.0621,0.03929
2717.27549,0.02042,0.04915,0.06129,0.06837,0.06205,0.03925
2715.34698,0.02029,0.04899,0.06117,0.0683,0.06198,0.03914
2713.41847,0.0202,0.04894,0.06108,0.06823,0.0619,0.03898
2711.48995,0.02014,0.04894,0.06099,0.06814,0.0618,0.03885
2709.56144,0.02009,0.04886,0.06087,0.06805,0.06171,0.03876
2707.63293,0.02006,0.04877,0.06079,0.06803,0.06163,0.03871
2705.70441,0.02004,0.04875,0.06076,0.06801,0.06156,0.03871
2703.7759,0.02,0.04875,0.06076,0.06793,0.06151,0.0387
2701.84738,0.01993,0.04866,0.06075,0.06783,0.06149,0.03865
2699.91887,0.01985,0.04853,0.06071,0.06774,0.06139,0.03859
2697.99036,0.01978,0.04846,0.06063,0.06767,0.06125,0.03854
2696.06184,0.01969,0.04841,0.06053,0.06758,0.06116,0.03843
2694.13333,0.01963,0.04832,0.06043,0.06748,0.06115,0.03829
2692.20482,0.01962,0.04824,0.06038,0.06741,0.06113,0.03818
2690.2763,0.01963,0.04821,0.06037,0.06737,0.06108,0.03813
2688.34779,0.0196,0.04818,0.06035,0.06734,0.061,0.03812
2686.41928,0.01954,0.04808,0.06027,0.06731,0.06095,0.03811
2684.49076,0.01947,0.04797,0.06015,0.06725,0.06089,0.03805
2682.56225,0.01942,0.04792,0.06006,0.06714,0.06082,0.03794
2680.63374,0.01939,0.0479,0.06001,0.06701,0.0608,0.03785
2678.70522,0.01935,0.04785,0.05994,0.06697,0.06084,0.03779
2676.77671,0.0193,0.04779,0.05984,0.06699,0.06085,0.03773
2674.8482,0.01925,0.04773,0.0598,0.06696,0.06078,0.03768
2672.91968,0.01923,0.04768,0.05983,0.06687,0.06071,0.03769
2670.99117,0.01922,0.04763,0.05986,0.0668,0.06068,0.0377
2669.06266,0.01915,0.04761,0.05978,0.06678,0.06067,0.03768
2667.13414,0.01904,0.04762,0.05967,0.06682,0.06067,0.0376
2665.20563,0.01899,0.04764,0.05967,0.06689,0.06074,0.03754
2663.27712,0.01899,0.04766,0.05981,0.06699,0.06085,0.03757
2661.3486,0.019,0.04767,0.05995,0.06705,0.06093,0.03769
2659.42009,0.01899,0.04769,0.05997,0.06708,0.06098,0.03778
2657.49157,0.01896,0.04776,0.05997,0.0671,0.06105,0.03781
2655.56306,0.01891,0.04779,0.06001,0.06714,0.06115,0.0378
2653.63455,0.01881,0.04772,0.06004,0.06712,0.06119,0.03776
2651.70603,0.01871,0.0476,0.05999,0.06701,0.06116,0.03769
2649.77752,0.01864,0.04751,0.0599,0.06688,0.0611,0.03763
2647.84901,0.01855,0.04741,0.05981,0.06681,0.06104,0.03757
2645.92049,0.01846,0.04728,0.05971,0.06679,0.06097,0.03748
2643.99198,0.0184,0.04718,0.05965,0.06676,0.0609,0.03739
2642.06347,0.01836,0.04714,0.05966,0.06672,0.06085,0.03731
2640.13495,0.01833,0.04712,0.05967,0.06667,0.06081,0.03723
2638.20644,0.01836,0.04709,0.05966,0.06662,0.06071,0.03717
2636.27793,0.01839,0.0471,0.05962,0.06657,0.06059,0.03715
2634.34941,0.01837,0.04709,0.05957,0.0665,0.06049,0.0371
2632.4209,0.01832,0.04701,0.05953,0.06642,0.06046,0.03703
2630.49239,0.01827,0.04689,0.05947,0.06632,0.06045,0.03698
2628.56387,0.01819,0.04681,0.05935,0.06623,0.06042,0.03696
2626.63536,0.01814,0.04677,0.0592,0.06615,0.06038,0.03698
2624.70685,0.01812,0.04669,0.0591,0.06605,0.06034,0.03694
2622.77833,0.01812,0.04657,0.05906,0.066,0.06027,0.03685
2620.84982,0.01811,0.04652,0.05908,0.06601,0.06021,0.0368
2618.9213,0.01801,0.04648,0.05904,0.06597,0.06017,0.03675
2616.99279,0.01783,0.04638,0.05891,0.06585,0.06013,0.03659
2615.06428,0.01774,0.04631,0.05883,0.06576,0.06006,0.03645
2613.13576,0.01779,0.04637,0.05884,0.06574,0.05995,0.03644
2611.20725,0.01788,0.04648,0.05881,0.06564,0.05985,0.03651
2609.27874,0.0179,0.04647,0.0587,0.06545,0.05979,0.03649
2607.35022,0.01782,0.04629,0.0586,0.06535,0.05971,0.0364
2605.42171,0.01769,0.04617,0.05858,0.06541,0.05961,0.03633
2603.4932,0.01762,0.04621,0.05852,0.06545,0.0595,0.03631
2601.56468,0.01757,0.04621,0.05834,0.06536,0.05943,0.03628
2599.63617,0.01752,0.04612,0.05821,0.06527,0.05944,0.0362
2597.70766,0.01754,0.04606,0.05825,0.06522,0.05944,0.03617
2595.77914,0.0176,0.0461,0.05828,0.06521,0.05931,0.03619
2593.85063,0.01764,0.04616,0.05833,0.0652,0.05919,0.03618
2591.92212,0.01765,0.04616,0.05839,0.06511,0.05922,0.0361
2589.9936,0.01766,0.04609,0.05831,0.06499,0.05932,0.03599
2588.06509,0.0176,0.04597,0.05811,0.06494,0.05943,0.03592
2586.13658,0.01746,0.04588,0.05794,0.06495,0.05953,0.03591
2584.20806,0.0174,0.04593,0.05791,0.06495,0.05949,0.03601
2582.27955,0.01752,0.04602,0.05796,0.06491,0.05925,0.03613
2580.35104,0.0176,0.04594,0.05796,0.06482,0.05904,0.03609
2578.42252,0.01752,0.04581,0.05786,0.06471,0.05906,0.03593
2576.49401,0.01738,0.04579,0.05782,0.06457,0.05922,0.03589
2574.56549,0.01729,0.04582,0.05784,0.06446,0.05926,0.03593
2572.63698,0.01723,0.0458,0.05773,0.06447,0.05917,0.03592
2570.70847,0.0172,0.04575,0.05756,0.06459,0.05905,0.03591
2568.77995,0.01726,0.04572,0.05751,0.06463,0.05887,0.03593
2566.85144,0.01733,0.04567,0.05756,0.06459,0.05869,0.03586
2564.92293,0.01728,0.04559,0.05756,0.06457,0.05863,0.03574
2562.99441,0.0172,0.04552,0.05753,0.06459,0.05871,0.03567
2561.0659,0.01718,0.04554,0.05745,0.06455,0.05884,0.0357
2559.13739,0.01719,0.04562,0.05731,0.06443,0.05891,0.03573
2557.20887,0.01728,0.04561,0.05729,0.06432,0.05885,0.03569
2555.28036,0.01747,0.04559,0.05747,0.06427,0.05881,0.03571
2553.35185,0.01754,0.04568,0.0576,0.06429,0.05889,0.03582
2551.42333,0.01743,0.04581,0.05754,0.06434,0.05898,0.0359
2549.49482,0.01733,0.04583,0.0574,0.06441,0.05896,0.03589
2547.56631,0.01735,0.04574,0.05726,0.06453,0.05889,0.03585
2545.63779,0.01735,0.04565,0.05718,0.06461,0.05879,0.03579
2543.70928,0.01733,0.04569,0.05727,0.06459,0.05865,0.03572
2541.78077,0.01738,0.04581,0.05737,0.0645,0.05852,0.03563
2539.85225,0.01751,0.04589,0.05731,0.06434,0.05843,0.03555
2537.92374,0.01757,0.04584,0.05718,0.06422,0.05839,0.03547
2535.99523,0.01747,0.04566,0.05711,0.06422,0.05837,0.03533
2534.06671,0.01734,0.04546,0.05715,0.06425,0.05838,0.03524
2532.1382,0.01729,0.04539,0.05723,0.06427,0.05845,0.03532
2530.20968,0.01726,0.04543,0.05725,0.06431,0.05853,0.03545
2528.28117,0.01728,0.04549,0.05725,0.06434,0.05855,0.03549
2526.35266,0.01745,0.04561,0.05732,0.06429,0.05859,0.03554
2524.42414,0.01761,0.04575,0.0574,0.0642,0.05867,0.03566
2522.49563,0.01755,0.04576,0.05737,0.06409,0.05867,0.03568
2520.56712,0.01746,0.04571,0.05731,0.06404,0.05861,0.03556
2518.6386,0.01749,0.04575,0.05733,0.06409,0.05858,0.03544
2516.71009,0.01745,0.04577,0.05735,0.06412,0.05866,0.03535
2514.78158,0.01727,0.04571,0.05728,0.06408,0.05871,0.03531
2512.85306,0.01712,0.0456,0.05712,0.06407,0.05857,0.03534
2510.92455,0.01719,0.04555,0.05699,0.0641,0.05843,0.03543
2508.99604,0.0174,0.04559,0.05701,0.06408,0.05855,0.03558
2507.06752,0.01751,0.04563,0.05707,0.06406,0.05879,0.03566
2505.13901,0.0175,0.04563,0.05712,0.06402,0.05889,0.03562
2503.2105,0.01748,0.04566,0.05718,0.06396,0.05886,0.03556
