wavelength,day1,day2,day3,day4,day5,day6
1285,23.70836067,24.23655891,23.94360161,23.9628849,23.8348217,22.44926071
1284,23.751688,24.33575249,24.03085136,24.07922363,23.93517685,22.57157326
1283,23.88819695,24.41165352,24.08713341,24.11916733,23.99745941,22.59824562
1282,23.9146347,24.43061829,24.14457512,24.26124382,24.05761719,22.66469955
1281,23.99835968,24.52096176,24.22640228,24.27163506,24.10015869,22.65692711
1280,24.03570557,24.56494141,24.29613876,24.31591034,24.16181755,22.71882248
1279,24.11453438,24.62303734,24.35394287,24.4109745,24.25756073,22.75904655
1278,24.14746475,24.6942749,24.33242416,24.49090385,24.26867676,22.87146187
1277,24.24191093,24.77750397,24.48723221,24.50908852,24.33606148,22.93076515
1276,24.22961617,24.76248741,24.48852921,24.52942657,24.39730072,22.92704391
1275,24.3354702,24.84515572,24.56546783,24.58716965,24.46642685,22.99905205
1274,24.31308556,24.88134766,24.58509445,24.61854553,24.46543503,23.02460861
1273,24.36291504,24.88889122,24.60751152,24.63550568,24.49111176,23.04171753
1272,24.329813,24.89528084,24.61015701,24.6346302,24.50886917,23.04453659
1271,24.38631439,24.91647911,24.65673256,24.66386223,24.50380707,23.07899857
1270,24.47349548,25.03655243,24.70069885,24.71828461,24.58390617,23.14333534
1269,24.43764687,24.97559547,24.71971321,24.72423553,24.56369781,23.11241341
1268,24.54417229,25.06931114,24.73440742,24.74117661,24.63784599,23.11830139
1267,24.51449394,24.99041367,24.7233963,24.84293175,24.59669495,23.20233917
1266,24.54971313,25.082201,24.77415276,24.85756683,24.66548157,23.20435715
1265,24.50053024,25.10198593,24.81349754,24.85544586,24.64419365,23.21306992
1264,24.45449638,25.00747108,24.72551537,24.77546692,24.64750099,23.12823868
1263,24.60558701,25.13505745,24.81112099,24.89819145,24.66088295,23.2416687
1262,24.52602005,25.09354973,24.78112221,24.8131237,24.69239998,23.22717094
1261,24.52779007,25.10477066,24.7713604,24.82174683,24.68352699,23.22345734
1260,24.53486061,25.05067062,24.76770973,24.86270905,24.69958878,23.2471962
1259,24.49652481,25.02639008,24.80002403,24.79678726,24.69819069,23.22419548
1258,24.47021294,25.08227158,24.76324654,24.81607437,24.62792778,23.2254467
1257,24.49461746,25.05213547,24.79969597,24.80540657,24.62726593,23.22042274
1256,24.5395813,25.07543945,24.82932091,24.84803391,24.67549515,23.27790833
1255,24.50888252,25.07928085,24.76952934,24.81548119,24.68435669,23.25427818
1254,24.44264221,25.02326393,24.78362465,24.78659821,24.64868927,23.22709656
1253,24.50773048,24.99184418,24.72597885,24.79194069,24.58845329,23.1880188
1252,24.4042511,24.99845886,24.70136642,24.79413795,24.59543419,23.13196373
1251,24.44518471,24.9450264,24.67369652,24.7407608,24.58560371,23.18683624
1250,24.38463783,24.94888687,24.63131142,24.76579666,24.53888512,23.14271736
1249,24.44083023,24.94694901,24.68723869,24.69644356,24.52236748,23.18518257
1248,24.432827,24.98834991,24.7034359,24.75550079,24.58352852,23.14785385
1247,24.37355804,24.90060997,24.55361557,24.60189247,24.46520996,23.04060745
1246,24.35630417,24.90943527,24.61101913,24.63398933,24.45773125,23.1293087
1245,24.33345985,24.89507294,24.53912163,24.57167053,24.44036865,23.02322197
1244,24.30324936,24.90560341,24.52101517,24.56708908,24.44493866,23.02178955
1243,24.29034424,24.81745338,24.51013947,24.58210945,24.41935539,22.9914856
1242,24.2527256,24.81721115,24.48876953,24.50421906,24.36261177,22.94240189
1241,24.21493912,24.75773811,24.45964241,24.49529076,24.33693886,22.95955086
1240,24.14431953,24.68907547,24.41156387,24.51766205,24.32262993,22.92485619
1239,24.11661339,24.65108109,24.38062859,24.46308708,24.24893761,22.90229797
1238,24.08270073,24.64327431,24.3537674,24.40660667,24.24226952,22.84328651
1237,24.08666039,24.62524796,24.34833145,24.3851223,24.22114372,22.81440926
1236,24.07936668,24.6199646,24.32315445,24.39010811,24.22812462,22.86388016
1235,23.94564819,24.48998451,24.23655701,24.2852993,24.09606361,22.7863884
1234,23.9709053,24.57274437,24.22071075,24.19660759,24.10538864,22.74144745
1233,23.86195183,24.42980576,24.12119484,24.17115402,24.01550102,22.65829659
1232,23.91303062,24.45225334,24.14632225,24.1815815,24.05471802,22.70564461
1231,23.92902184,24.42944717,24.13172913,24.20487785,23.96585274,22.63784218
1230,23.7857933,24.29984856,24.04608345,24.09777832,23.91370583,22.62238503
1229,23.79356003,24.31529427,24.06163597,24.07759285,23.91256142,22.58818245
1228,23.73338127,24.2307682,24.01817894,23.97755623,23.85702515,22.52424049
1227,23.69686508,24.21545219,23.94854164,23.96038055,23.80835915,22.50629425
1226,23.63544464,24.18128777,23.85561371,23.92062569,23.75532913,22.51943588
1225,23.65180016,24.13323021,23.82839584,23.83310509,23.70539093,22.46660805
1224,23.55720901,24.08305931,23.75866318,23.77703857,23.64370537,22.3776989
1223,23.49380684,23.99552727,23.7056427,23.74856567,23.60206604,22.30829239
1222,23.46942711,24.00911522,23.65838242,23.71085358,23.57195091,22.28919411
1221,23.42259979,23.98502731,23.6147213,23.70968628,23.64579201,22.26390076
1220,23.33868408,23.80945587,23.51790237,23.58506393,23.4526329,22.22205162
1219,23.25333977,23.76617813,23.4588089,23.51951408,23.38278961,22.12060738
1218,23.22766685,23.74785995,23.42873764,23.46278763,23.31902504,22.09279633
1217,23.11229134,23.67765999,23.31611443,23.4022274,23.23355865,22.00567818
1216,23.15079498,23.51946449,23.34245491,23.3091526,23.1475296,21.97355461
1215,23.02920914,23.47685432,23.23832893,23.25546074,23.12012672,21.89946175
1214,22.97499275,23.44909668,23.18409729,23.18215752,23.07959938,21.8319664
1213,22.90854645,23.3951416,23.13477707,23.08089638,22.97084427,21.72699738
1212,22.87090874,23.34947586,23.04945374,23.13673401,22.91834259,21.7101841
1211,22.83348465,23.36079597,22.98582268,23.05370522,22.91848564,21.69783974
1210,22.67515564,23.14712524,22.88022804,22.88273048,22.80243874,21.58211899
1209,22.58665466,23.06702614,22.77938271,22.83559036,22.67544556,21.50586891
1208,22.57051277,23.04232979,22.73167992,22.82673645,22.64669418,21.46807289
1207,22.57730293,22.94156456,22.69111633,22.73349571,22.60216522,21.43042374
1206,22.41413879,22.89133453,22.63041306,22.66762733,22.43928528,21.35619926
1205,22.39479065,22.82529259,22.55445099,22.58157158,22.42600822,21.30635452
1204,22.31568909,22.78951073,22.43231964,22.45254707,22.34253883,21.23454475
1203,22.27391243,22.67329025,22.3896637,22.40482521,22.28464317,21.12294388
1202,22.15182495,22.62375069,22.35850334,22.34406281,22.21291924,21.16002655
1201,22.12520218,22.54600716,22.20248795,22.26735115,22.17224884,21.03649712
1200,22.00881386,22.45744896,22.11835289,22.20541573,22.06443024,20.96901321
1199,21.91047287,22.28560829,22.02236176,22.09380341,21.96631241,20.86875153
1198,21.81959724,22.20829201,21.96832657,21.96169281,21.8614502,20.79243469
1197,21.75455093,22.163414,21.89503479,21.93213272,21.79424667,20.71468353
1196,21.66860008,22.04562187,21.77379417,21.78643036,21.6826992,20.59936333
1195,21.58515549,22.00328064,21.71101761,21.76693916,21.63339233,20.56309509
1194,21.53723145,21.94599915,21.62786102,21.72893143,21.55377579,20.50448608
1193,21.4992485,21.86707497,21.62176704,21.62448311,21.50634384,20.47903442
1192,21.46482849,21.84685707,21.5790596,21.5899334,21.4600029,20.42635918
1191,21.29961205,21.71503067,21.45785522,21.45681763,21.3309803,20.26632881
1190,21.24673843,21.69223404,21.39969635,21.42966652,21.30607033,20.29170609
1189,21.1975193,21.63318634,21.34891891,21.36464119,21.26570129,20.24179268
1188,21.10159683,21.52505302,21.19820786,21.25795555,21.12008858,20.12435532
1187,21.09407806,21.45345879,21.1989727,21.24215889,21.06842041,20.08095741
1186,21.00401115,21.34404182,21.13013458,21.11640167,20.98541641,20.03625107
1185,20.92915535,21.26490402,20.93366623,21.00654411,20.91585541,19.93369675
1184,20.89723778,21.21907425,20.95287132,20.99304008,20.8684082,19.91531372
1183,20.7730484,21.17343521,20.89343452,20.93700409,20.78302574,19.80301285
1182,20.70618057,21.07551956,20.81827164,20.79737091,20.72203636,19.77210808
1181,20.57540703,20.998312,20.69357872,20.73406982,20.63749313,19.69540024
1180,20.57319641,20.9429245,20.65002251,20.71852303,20.58036613,19.65722656
1179,20.39840317,20.80939865,20.54117203,20.58436394,20.46133041,19.5585289
1178,20.48148155,20.84725571,20.55015945,20.63358688,20.4371376,19.56960869
1177,20.39591599,20.75500107,20.49655914,20.50436211,20.4058876,19.50279617
1176,20.38262749,20.64098549,20.44582939,20.5071125,20.32815933,19.44897652
1175,20.36894989,20.67642593,20.4526577,20.46947098,20.33924866,19.41366005
1174,20.31039429,20.6198082,20.3714695,20.45123482,20.29975128,19.42739868
1173,20.29172325,20.6418438,20.41695023,20.39318848,20.28111458,19.35494614
1172,20.29317093,20.66496849,20.42666435,20.44303894,20.35774231,19.45632935
1171,20.31895447,20.64772606,20.45643234,20.42172623,20.28767204,19.3907032
1170,20.37456894,20.74400711,20.50868416,20.50632668,20.40502739,19.51262856
1169,20.41163826,20.7265873,20.51426315,20.5201931,20.38434219,19.47720337
1168,20.40850449,20.77476883,20.52527809,20.58645248,20.47875404,19.54716492
1167,20.58924866,20.91171074,20.67525864,20.71133232,20.56703186,19.64984703
1166,20.6297226,20.92002106,20.69483185,20.72065163,20.6289196,19.71162796
1165,20.67974854,21.09583855,20.84114838,20.86380959,20.72737885,19.79102135
1164,20.76353073,21.16985512,20.93706131,20.97057152,20.81652069,19.88274384
1163,21.00238228,21.31303787,21.01770401,21.04435921,20.95736885,20.03298378
1162,21.00114632,21.35636139,21.13737106,21.1944828,21.02558327,20.06587219
1161,21.12710571,21.61225891,21.28701782,21.3519516,21.24773598,20.30536079
1160,21.27788353,21.7013092,21.40872383,21.50063515,21.33688736,20.36011314
1159,21.40299225,21.86631203,21.58812714,21.60050774,21.53043175,20.48111343
1158,21.64153099,22.01659012,21.77202034,21.71641541,21.66797447,20.6794548
1157,21.74776649,22.11859703,21.91122627,21.91951561,21.8228569,20.74622726
1156,21.93888855,22.36291695,22.07528305,22.14507294,22.05134392,20.98379898
1155,22.10311508,22.5549984,22.30890465,22.33309746,22.24116707,21.19646645
1154,22.32981682,22.79986382,22.48912048,22.5027771,22.3877449,21.33497238
1153,22.49982452,22.98605919,22.70696259,22.82176399,22.62749481,21.52253151
1152,22.77470589,23.21751595,22.97922134,23.01018906,22.8901577,21.79172134
1151,23.01117706,23.49990082,23.25551605,23.28073502,23.15896034,22.03809547
1150,23.30112267,23.79937172,23.51825333,23.54515457,23.45400047,22.30726242
1149,23.54375839,24.04855537,23.80012512,23.82624817,23.75417328,22.54681969
1148,23.8661232,24.38356972,24.1351223,24.12620354,23.93463898,22.79135513
1147,24.20046234,24.73469162,24.45122528,24.53823853,24.33117294,23.13505173
1146,24.52134705,25.0087738,24.83318329,24.83773804,24.67443466,23.51649284
1145,24.97368813,25.40730476,25.20899773,25.22220039,25.07605934,23.89022636
1144,25.24767876,25.76161957,25.5455246,25.61473274,25.35460854,24.1607666
1143,25.6175766,26.15814209,25.95339775,25.99835968,25.8289566,24.5604248
1142,26.11491394,26.61512184,26.38642883,26.40772438,26.22667313,24.91360664
1141,26.45353127,27.01886559,26.80486488,26.81912231,26.67333221,25.28917503
1140,26.95117378,27.5310154,27.27091599,27.27612877,27.09744263,25.75556946
1139,27.30472755,27.86496925,27.6765728,27.70392227,27.52580643,26.13384056
1138,27.78813934,28.36209297,28.15164948,28.14755821,27.95229912,26.5389328
1137,28.22126961,28.85059357,28.57840919,28.59951591,28.44789696,26.99806976
1136,28.6739521,29.29790878,29.05064011,29.0656395,28.89693451,27.40689468
1135,29.21249771,29.76106071,29.57504082,29.61437416,29.38441849,27.87709618
1134,29.66663742,30.24902725,30.05358315,30.05213356,29.88672638,28.31082344
1133,30.10727692,30.72418785,30.51775932,30.52827072,30.30861282,28.73402214
1132,30.57743073,31.19655609,31.00610733,30.97212601,30.76845741,29.18054199
1131,30.93230057,31.62855148,31.41644859,31.33848953,31.18593407,29.62068367
1130,31.49098396,32.09043884,31.87423325,31.89587975,31.75949097,30.09256935
1129,31.86164284,32.44466019,32.23487854,32.24971008,32.11996078,30.45404625
1128,32.24536514,32.85970306,32.66771698,32.67554474,32.40154648,30.77036476
1127,32.66220474,33.28596497,33.06851578,33.0707283,32.86539459,31.15258598
1126,33.11319733,33.74613953,33.55054092,33.50186539,33.27339935,31.5682621
1125,33.43186188,34.08435059,33.87094498,33.84076691,33.64096451,31.87259674
1124,33.74717712,34.43028641,34.16568756,34.19231033,33.99232483,32.23304367
1123,34.00495529,34.72891617,34.52272034,34.45391083,34.30693054,32.52380371
1122,34.33714676,34.99750137,34.79508972,34.84207153,34.57938004,32.75064087
1121,34.67227936,35.33142853,35.10637283,35.13220215,34.91194153,33.11677551
1120,34.92264557,35.59853745,35.36491013,35.35128021,35.17921066,33.32125473
1119,35.19610977,35.91959763,35.68668365,35.69324112,35.47293472,33.57362747
1118,35.40588379,36.08668137,35.90379333,35.91604996,35.68562317,33.79515076
1117,35.64983368,36.37963104,36.20360947,36.16442871,35.91252136,34.0712738
1116,35.88146973,36.62735748,36.45444489,36.41856766,36.241539,34.29141235
1115,36.08395767,36.81495667,36.70754242,36.68349457,36.37248611,34.53619385
1114,36.29753113,36.99638748,36.84254837,36.78400421,36.55249786,34.68806458
1113,36.46900177,37.22718811,37.0700531,36.99880981,36.75577927,34.85281372
1112,36.66769791,37.42086792,37.23164368,37.19000626,37.00389481,35.06497574
1111,36.83363342,37.56386185,37.40410614,37.34420776,37.09631729,35.17539978
1110,37.04689407,37.76465225,37.61054993,37.579422,37.35090637,35.37853241
1109,37.18646622,37.95237732,37.72813034,37.73319244,37.44392776,35.53481293
1108,37.32926178,38.10113525,37.88629913,37.9001236,37.63695145,35.6437645
1107,37.53120804,38.29959869,38.06751633,38.07494736,37.84446716,35.79833603
1106,37.57842636,38.37866974,38.21613693,38.11856842,37.93906403,35.93960953
1105,37.7430191,38.56008911,38.33582306,38.28349304,38.08971786,36.10266495
1104,37.90365601,38.66997147,38.52580261,38.42871857,38.13970947,36.19907379
1103,38.07232285,38.86016846,38.68949509,38.66485596,38.44158554,36.40377426
1102,38.15056229,38.9498291,38.72843552,38.68928146,38.47927856,36.43447876
1101,38.31549072,39.10877228,38.93690872,38.87888336,38.58977509,36.5835228
1100,38.41487122,39.23502731,39.03248215,39.0079689,38.76284027,36.74995041
1099,38.53624725,39.42417526,39.17329407,39.0766983,38.83752441,36.82997513
1098,38.63566971,39.43644714,39.23842239,39.30054092,38.99161148,36.93444061
1097,38.72835922,39.53074265,39.36077881,39.30366516,39.00861359,37.02950668
1096,38.86504745,39.632061,39.5300293,39.47803497,39.21166229,37.15811539
1095,39.00790024,39.78424072,39.653759,39.58291626,39.36000824,37.24602127
1094,39.07698059,39.93898773,39.68747711,39.68202209,39.39444351,37.37233734
1093,39.1678772,40.02431488,39.82488632,39.76404953,39.47002411,37.44168472
1092,39.2722435,40.09341431,39.87549591,39.88235855,39.58312225,37.52249146
1091,39.35882187,40.21009064,40.00998688,40.00669861,39.70624161,37.65187836
1090,39.40849304,40.23497391,40.05597687,40.02874374,39.7790184,37.69396973
1089,39.56899643,40.3936615,40.18416595,40.14767075,39.90473557,37.82748413
1088,39.60656738,40.43781281,40.23628998,40.23831177,39.94602966,37.89657211
1087,39.65250015,40.51546478,40.28469849,40.29979324,40.01963425,37.91991425
1086,39.70242691,40.55406952,40.40003586,40.36961365,40.08004379,38.01192856
1085,39.83341599,40.64951706,40.46652222,40.41029739,40.18172836,38.10861206
1084,39.85380936,40.7406044,40.531147,40.50938797,40.23324966,38.17073822
1083,39.93628311,40.8387413,40.61332321,40.59608078,40.32850266,38.22999954
1082,40.08172226,40.82170868,40.72559357,40.65782547,40.38852692,38.2958374
1081,40.0573616,40.88617325,40.71942139,40.68280029,40.40167999,38.34167099
1080,40.05631256,40.99280167,40.77082443,40.7196312,40.46020889,38.43416595
1079,40.11363983,40.98821259,40.8478241,40.80236435,40.53708267,38.40042496
1078,40.18507767,41.07413864,40.87763596,40.85315323,40.5849762,38.49080658
1077,40.3094902,41.13468933,40.95864105,40.91693115,40.63072968,38.59681702
1076,40.23871231,41.0618248,40.93704987,40.87229538,40.56258392,38.50591278
1075,40.25785446,41.14492416,41.00685883,40.94223022,40.61925888,38.56306076
1074,40.31716919,41.16201401,40.98177719,40.94122696,40.68559265,38.61964417
1073,40.3276329,41.2071991,41.01290894,40.97985458,40.65667725,38.63027573
1072,40.33914948,41.15736389,41.03573227,40.99337769,40.67669296,38.61196518
1071,40.32078934,41.12973022,40.98191071,40.95082092,40.65110779,38.65890884
1070,40.39247513,41.27433777,41.10892868,41.05601501,40.74185944,38.72257614
1069,40.37408447,41.28172302,41.1264801,41.09012985,40.7495842,38.71087265
1068,40.32057571,41.21655273,41.01407242,41.02069092,40.67164612,38.62118912
1067,40.35420609,41.20200348,41.07669449,41.00606918,40.74645233,38.66447449
1066,40.34875107,41.23628998,41.04770279,40.96347809,40.72022247,38.69561768
1065,40.31793594,41.18878937,40.97623062,40.95821381,40.66639709,38.59498596
1064,40.27620697,41.18068695,40.96152496,40.97512436,40.68964386,38.55788803
1063,40.33406448,41.16542435,41.02214432,40.96578217,40.71552277,38.59487915
1062,40.31178665,41.19045258,41.00415421,40.92816162,40.65782928,38.57880402
1061,40.23645401,41.1271286,40.97196579,40.92203522,40.65081406,38.55751038
1060,40.20096207,41.11917114,40.90041733,40.92711639,40.58975983,38.54071808
1059,40.14731216,41.0588913,40.91115189,40.80369568,40.5931282,38.48771286
1058,40.20775223,41.06112289,40.83320236,40.76978683,40.51682281,38.47801208
1057,40.17886734,40.97256851,40.86906052,40.79492188,40.56960297,38.51006317
1056,40.09099197,40.98026657,40.80526352,40.80305862,40.49629211,38.45430756
1055,40.09051132,40.91023636,40.75712204,40.73340988,40.42405319,38.40103531
1054,40.04249573,40.89349365,40.69410324,40.64860916,40.34270477,38.2852211
1053,39.98226166,40.83279037,40.64419937,40.63185883,40.34239578,38.27829361
1052,39.86185455,40.70901108,40.55789566,40.55456924,40.24272919,38.19251633
1051,39.82453537,40.66170883,40.50748825,40.47740555,40.19372559,38.15406799
1050,39.76190567,40.59433746,40.45131683,40.43834305,40.12541962,38.09745407
1049,39.62192535,40.49336624,40.38469696,40.32701874,40.02555084,38.01589203
1048,39.61458969,40.45558929,40.34519577,40.24149704,39.98424911,38.05213165
1047,39.48320007,40.37969971,40.22699738,40.13999557,39.89508438,37.83827591
1046,39.42382431,40.35110092,40.16196823,40.08188629,39.8302536,37.83906555
1045,39.36013031,40.22325134,40.12797546,40.04820251,39.80764008,37.77540207
1044,39.23212433,40.185215,40.015625,39.93276596,39.65853882,37.60810089
1043,39.16439819,40.03853226,39.90890503,39.86244965,39.60859299,37.6041069
1042,39.16748047,40.03445053,39.86468887,39.83530045,39.54914093,37.5549469
1041,39.0495491,39.93797302,39.74307251,39.71539307,39.47436142,37.41772461
1040,38.93847656,39.8266716,39.67243195,39.65970612,39.34275436,37.32446671
1039,38.81782913,39.64741898,39.54225922,39.4742012,39.229599,37.2182045
1038,38.76483154,39.63051605,39.44227219,39.39261627,39.18582916,37.17498016
1037,38.67433167,39.5646019,39.38370132,39.26895905,39.10528183,37.13031387
1036,38.49784088,39.40323257,39.26424789,39.22216415,38.93569565,36.97683334
1035,38.43913269,39.30301285,39.11792755,39.09376907,38.86990738,36.87514114
1034,38.254776,39.12239456,38.97171021,38.9187088,38.66482162,36.74641418
1033,38.17970657,39.06423187,38.92615128,38.85385895,38.61287689,36.68578339
1032,38.08733368,39.00478745,38.82255936,38.71787643,38.50016022,36.54705811
1031,37.9859581,38.8474617,38.68562698,38.68130875,38.37613297,36.47827148
1030,37.84327316,38.74504471,38.60359192,38.56361771,38.28598022,36.3326149
1029,37.79180527,38.72412109,38.54576111,38.48900604,38.22361374,36.2965889
1028,37.677845,38.60192871,38.42215729,38.36742783,38.1268158,36.19374084
1027,37.58826447,38.48204803,38.37922287,38.2611618,38.01010132,36.11875153
1026,37.413517,38.38785172,38.14200974,38.1346283,37.89852905,35.96426392
1025,37.28834534,38.20227432,38.06492615,37.96416855,37.74949265,35.83340073
1024,37.20096588,38.1306572,37.95646286,37.91626358,37.65222549,35.81758118
1023,37.05850983,38.03635406,37.83317947,37.74040222,37.5111618,35.64214325
1022,36.99995422,37.89992523,37.74157715,37.67562103,37.42327881,35.53741074
1021,36.90654755,37.81254959,37.66825867,37.57553864,37.34171295,35.46029282
1020,36.81658936,37.67496872,37.47214508,37.48435593,37.20088577,35.36955261
1019,36.72402191,37.56003571,37.41176605,37.37626648,37.17184448,35.22994995
1018,36.55607224,37.50179672,37.27332306,37.25383759,36.99452591,35.13658905
1017,36.45795822,37.37363052,37.13928604,37.1333313,36.88186264,34.9948616
1016,36.39102554,37.27700806,37.13534927,37.10298538,36.85778809,34.94992065
1015,36.19998169,37.14826965,36.98137665,36.91101837,36.63240814,34.77855682
1014,36.11006546,37.03075027,36.84069443,36.82071686,36.56195831,34.72054291
1013,36.02702332,36.88906479,36.75230789,36.69657898,36.46409607,34.61227798
1012,35.84824371,36.74480438,36.61753464,36.54007721,36.29335785,34.49917984
1011,35.8235817,36.73545837,36.56694412,36.53475189,36.24295425,34.4428978
1010,35.72003174,36.6448822,36.50225067,36.41127777,36.16138077,34.36152649
1009,35.47867584,36.46054459,36.27124023,36.23324966,36.0298233,34.16189194
1008,35.45645142,36.41220856,36.21450424,36.14929199,35.95394897,34.12274933
1007,35.34644699,36.26626587,36.10961533,36.04709244,35.78004074,33.9817009
1006,35.27189636,36.15235901,35.99660873,35.94418335,35.75004578,33.95803833
1005,35.16039658,36.07035446,35.88903046,35.87722778,35.64403534,33.81656265
1004,34.96868134,35.91601181,35.73407745,35.73820496,35.49207687,33.69974899
1003,34.8827858,35.76680756,35.64788437,35.59371185,35.31291962,33.61886597
1002,34.83530045,35.7875061,35.63724899,35.58680725,35.33677673,33.55648422
1001,34.76315308,35.76045227,35.55331802,35.51319504,35.27377701,33.51387024
1000,34.69057083,35.66453171,35.4294281,35.44756699,35.24422455,33.41395187
999,34.60114288,35.5900383,35.36525726,35.38074493,35.10643768,33.36055374
998,34.47118378,35.4234848,35.29560852,35.24018478,35.04764557,33.22311783
997,34.3992424,35.37410736,35.19857407,35.20690155,34.91181564,33.1371994
996,34.36090088,35.31628418,35.14586258,35.08399582,34.83891296,33.1031189
995,34.29229736,35.25987625,35.08781433,35.08633804,34.81428146,33.07361984
994,34.22593307,35.20645142,34.95120239,35.00374985,34.7395401,33.05170441
993,34.11721039,35.07891464,34.95381546,34.90906525,34.68042755,32.88984299
992,34.07220078,35.08272171,34.79409027,34.8494606,34.61660004,32.85170364
991,34.04315567,35.04200745,34.84284592,34.83108902,34.60464859,32.8204689
990,34.0250206,35.0038147,34.77893448,34.78637314,34.55519867,32.80712128
989,33.94410706,34.8592453,34.69400406,34.64957047,34.46519852,32.68767166
988,33.92668533,34.90711594,34.66839981,34.71350098,34.43471909,32.69921875
987,33.84285736,34.86841583,34.65398788,34.63051605,34.38802338,32.69504166
986,33.82216263,34.79278564,34.59408951,34.55726624,34.38671112,32.6072464
985,33.72043228,34.73736191,34.53178787,34.47244644,34.31055069,32.55797195
984,33.67378235,34.65894318,34.46649551,34.51702118,34.24201965,32.49739075
983,33.67357254,34.68649673,34.48675919,34.46615601,34.23920822,32.52827072
982,33.68235016,34.74076843,34.44915009,34.48711395,34.31548309,32.54056931
981,33.65377426,34.71923065,34.46764755,34.51383972,34.25426102,32.54507065
980,33.57987213,34.60499191,34.44602203,34.42108536,34.22130966,32.43612289
979,33.68663025,34.6625061,34.47639465,34.48373795,34.27476501,32.53456497
978,33.58237076,34.64255142,34.38305283,34.42191315,34.18004227,32.47715378
977,33.55537796,34.58865738,34.4364624,34.43216705,34.1787262,32.44760132
976,33.60190582,34.66548538,34.46664047,34.41217422,34.17781067,32.50526047
975,33.59067154,34.63702393,34.44786835,34.43273163,34.18806076,32.46363831
974,33.66038895,34.66962433,34.52724075,34.42741776,34.31308746,32.48555756
973,33.60861969,34.67593002,34.43935776,34.48334122,34.23720551,32.52986526
972,33.65553284,34.74259949,34.49444199,34.45564651,34.26129913,32.53949356
971,33.71848297,34.71988297,34.53501129,34.49855042,34.33250046,32.59225082
970,33.6860199,34.79250336,34.54188156,34.51700974,34.30263519,32.54795456
969,33.71323776,34.8047142,34.56506348,34.56913376,34.40052795,32.65479279
968,33.75587845,34.81305695,34.61905289,34.616436,34.36225128,32.59959412
967,33.79024506,34.86232376,34.63454437,34.61554337,34.44642258,32.71058655
966,33.90555573,34.93896484,34.78226471,34.71816635,34.51358032,32.75171661
965,34.02726364,35.09868622,34.90308762,34.85297394,34.62073898,32.88913727
964,33.99854279,35.08485794,34.88073349,34.86229324,34.55899429,32.86537933
963,34.11087036,35.19434738,35.02448273,34.9769249,34.77688599,33.03027344
962,34.25055695,35.31919479,35.14361191,35.08590698,34.88679504,33.14326859
961,34.33643723,35.40396118,35.20856476,35.16998672,34.95052719,33.20724869
960,34.35615158,35.43931198,35.26837158,35.21386719,35.02906799,33.3479805
959,34.54700851,35.68573761,35.43426132,35.44669342,35.25767517,33.50730133
958,34.70819855,35.77404022,35.61408997,35.55438232,35.33386993,33.57870483
957,34.78628159,35.97334671,35.80044937,35.80180359,35.54735947,33.81728363
956,35.04046631,36.15751266,35.95106888,35.98852158,35.7144165,33.91588974
955,35.25088882,36.27048111,36.07932281,36.12845993,35.8970108,34.05560684
954,35.41241837,36.50011444,36.3145752,36.24864578,36.05216599,34.25375366
953,35.50951004,36.63968277,36.45249176,36.46284866,36.26142883,34.40759659
952,35.72816849,36.82663345,36.69317245,36.64673615,36.43445206,34.64671326
951,35.99517059,37.13566589,36.92084885,36.88004684,36.75673676,34.86668015
950,36.26581573,37.38835907,37.2093544,37.12812805,36.92377472,35.11875153
949,36.46140289,37.61626816,37.40522385,37.31724548,37.11165619,35.33053589
948,36.67108917,37.80764771,37.64647675,37.58302307,37.35964966,35.47724915
947,36.93950653,38.03068542,37.8497467,37.75882339,37.56396866,35.74697113
946,37.24488068,38.35701752,38.16400909,38.13915253,37.8624382,35.97694016
945,37.48025513,38.58174515,38.39090729,38.36968231,38.15727615,36.23975372
944,37.71561432,38.78707886,38.69931793,38.60461044,38.44970322,36.52175522
943,38.03364182,39.21902847,38.9969902,38.9384346,38.69670105,36.73065948
942,38.22767258,39.38244629,39.21925735,39.16028595,38.93006516,37.04738998
941,38.51738739,39.7147789,39.57240295,39.48398209,39.20572281,37.33949661
940,38.79977036,39.84923935,39.77933121,39.66022491,39.43108749,37.5424881
939,38.98012924,40.04454041,39.92007828,39.9011879,39.63796997,37.74127197
938,39.26023102,40.38529968,40.2730751,40.14828491,39.96932602,38.03346252
937,39.51216507,40.71645355,40.51936722,40.45258331,40.22244644,38.24206543
936,39.72729492,40.88760757,40.70151138,40.60155106,40.3739357,38.45532227
935,39.93709946,41.14125824,40.90211105,40.87776947,40.62170029,38.66986465
934,40.18046951,41.34571075,41.13644028,41.10245895,40.87186432,38.89896011
933,40.33103561,41.4946022,41.37166214,41.28616714,40.98156357,39.07091904
932,40.53143311,41.69248962,41.50243759,41.48267365,41.18077087,39.22870636
931,40.68912506,41.96237183,41.77216339,41.65274429,41.41360474,39.41900253
930,40.93349457,42.05325699,41.93281174,41.83024597,41.59448624,39.69733429
929,40.98643112,42.21674347,42.03771591,42.01833725,41.67195129,39.75415039
928,41.22504425,42.31376648,42.17432404,42.13433838,41.88641739,39.90581894
927,41.39033508,42.5366478,42.39927673,42.33506775,42.01117706,40.02389145
926,41.54268265,42.62012863,42.51743698,42.43931961,42.13362122,40.14021683
