Test time_s,Standard travel_mm,Standard force_N
1548.588,6.19189,2.47146
1548.72,6.19203,2.46728
1548.852,6.19211,2.45806
1548.972,6.19219,2.46244
1549.104,6.192328,2.47246
1549.236,6.192408,2.4645
1549.368,6.192528,2.47406
1549.488,6.192608,2.47954
1549.62,6.192728,2.4681
1549.752,6.192828,2.47936
1549.872,6.192906,2.48588
1550.004,6.193006,2.46782
1550.136,6.193106,2.47092
1550.268,6.193246,2.4629
1550.388,6.193326,2.46534
1550.52,6.193404,2.47512
1550.652,6.193504,2.4717
1550.772,6.193624,2.47546
1550.904,6.193724,2.46652
1551.036,6.193844,2.47034
1551.168,6.193944,2.47122
1551.288,6.194022,2.47468
1551.42,6.194102,2.46552
1551.552,6.194202,2.47498
1551.672,6.194282,2.47784
1551.804,6.194402,2.46806
1551.936,6.19452,2.48136
1552.068,6.19462,2.47938
1552.188,6.19474,2.47426
1552.32,6.19482,2.48406
1552.452,6.19488,2.46984
1552.572,6.195,2.46752
1552.704,6.195138,2.4806
1552.836,6.195198,2.4673
1552.968,6.195298,2.46932
1553.088,6.195358,2.48122
1553.22,6.195518,2.46576
1553.352,6.195616,2.469
1553.472,6.195696,2.47802
1553.604,6.195816,2.46702
1553.736,6.195916,2.4773
1553.868,6.196016,2.47854
1553.988,6.196096,2.47244
1554.12,6.196234,2.48242
1554.252,6.196314,2.47944
1554.372,6.196414,2.47462
1554.504,6.196514,2.48762
1554.636,6.196634,2.46602
1554.768,6.196712,2.47956
1554.888,6.196792,2.4834
1555.02,6.196932,2.47192
1555.152,6.197012,2.47832
1555.272,6.197132,2.4823
1555.404,6.197212,2.4733
1555.536,6.19731,2.48388
1555.668,6.19739,2.47816
1555.788,6.19749,2.47268
1555.92,6.19763,2.48286
1556.052,6.19771,2.47484
1556.172,6.197808,2.4717
1556.304,6.197928,2.47898
1556.436,6.198008,2.4752
1556.568,6.198108,2.4743
1556.688,6.198208,2.48666
1556.82,6.198328,2.46434
1556.952,6.198406,2.48646
1557.072,6.198466,2.48272
1557.204,6.198606,2.47712
1557.336,6.198726,2.48714
1557.468,6.198806,2.47496
1557.588,6.198904,2.47424
1557.72,6.198964,2.48566
1557.852,6.199064,2.46974
1557.972,6.199204,2.4614
1558.104,6.199324,2.47536
1558.236,6.199404,2.47912
1558.368,6.199522,2.49212
1558.488,6.199602,2.4863
1558.62,6.199742,2.48722
1558.752,6.199802,2.47464
1558.872,6.199902,2.4942
1559.004,6.2,2.47388
1559.136,6.20012,2.47646
1559.268,6.2002,2.48294
1559.388,6.20028,2.47432
1559.52,6.20044,2.48068
1559.652,6.2005,2.4877
1559.772,6.200598,2.4757
1559.904,6.200698,2.48556
1560.036,6.200798,2.48008
1560.168,6.200898,2.48538
1560.288,6.200978,2.48846
1560.42,6.201098,2.48552
1560.552,6.201196,2.48468
1560.672,6.201296,2.485
1560.804,6.201396,2.476
1560.936,6.201516,2.48968
1561.068,6.201616,2.48984
1561.188,6.201694,2.48712
1561.32,6.201794,2.49054
1561.452,6.201894,2.48726
1561.572,6.201974,2.48296
1561.704,6.202054,2.47918
1561.836,6.202174,2.48556
1561.968,6.202332,2.48746
1562.088,6.202392,2.4816
1562.22,6.202472,2.49678
1562.352,6.202572,2.48642
1562.472,6.202652,2.49562
1562.604,6.20287,2.48706
1562.736,6.20289,2.4797
1562.868,6.20295,2.4869
1562.988,6.20309,2.4864
1563.12,6.20319,2.48272
1563.252,6.20329,2.48732
1563.372,6.203408,2.47754
1563.504,6.203508,2.48144
1563.636,6.203588,2.49212
1563.768,6.203708,2.48196
1563.888,6.203768,2.49028
1564.02,6.203906,2.48782
1564.152,6.203986,2.47714
1564.272,6.204086,2.49142
1564.404,6.204206,2.48544
1564.536,6.204286,2.48588
1564.668,6.204406,2.49164
1564.788,6.204484,2.4797
1564.92,6.204584,2.4921
1565.052,6.204664,2.49096
1565.172,6.204784,2.49292
1565.304,6.204904,2.4978
1565.436,6.205002,2.48884
1565.568,6.205082,2.48098
1565.688,6.205202,2.48442
1565.82,6.205302,2.4863
1565.952,6.205382,2.49044
1566.072,6.2055,2.49308
1566.204,6.2056,2.49014
1566.336,6.20568,2.49078
1566.468,6.20578,2.49486
1566.588,6.2059,2.48388
1566.72,6.206,2.4896
1566.852,6.206098,2.49806
1566.972,6.206158,2.49006
1567.104,6.206238,2.49068
1567.236,6.206358,2.49992
1567.368,6.206518,2.48634
1567.488,6.206598,2.49256
1567.62,6.206676,2.49236
1567.752,6.206796,2.48736
1567.872,6.206876,2.5037
1568.004,6.206996,2.49768
1568.136,6.207096,2.49136
1568.268,6.207194,2.4953
1568.388,6.207274,2.49294
1568.52,6.207394,2.49594
1568.652,6.207474,2.4968
1568.772,6.207574,2.48852
1568.904,6.207694,2.49616
1569.036,6.207792,2.49372
1569.168,6.207892,2.4934
1569.288,6.207992,2.49886
1569.42,6.208072,2.4996
1569.552,6.208172,2.48768
1569.672,6.20829,2.4958
1569.804,6.20839,2.49086
1569.936,6.20845,2.49572
1570.068,6.20859,2.50336
1570.188,6.20869,2.49522
1570.32,6.20877,2.49554
1570.452,6.208888,2.50148
1570.572,6.209008,2.50602
1570.704,6.209068,2.4961
1570.836,6.209188,2.5015
1570.968,6.209268,2.48498
1571.088,6.209348,2.49236
1571.22,6.209466,2.50786
1571.352,6.209626,2.4986
1571.472,6.209666,2.50274
1571.604,6.209766,2.50388
1571.736,6.209826,2.48472
1571.868,6.209964,2.49916
1571.988,6.210144,2.50326
1572.12,6.210184,2.4891
1572.252,6.210244,2.50982
1572.372,6.210404,2.49934
1572.504,6.210482,2.5014
1572.636,6.210582,2.50554
1572.768,6.210682,2.49256
1572.888,6.210782,2.50124
1573.02,6.210882,2.49794
1573.152,6.21102,2.49214
1573.272,6.21108,2.5016
1573.404,6.21118,2.50318
1573.536,6.21126,2.50628
1573.668,6.2114,2.51168
1573.788,6.21148,2.5111
1573.92,6.211578,2.50684
1574.052,6.211678,2.50552
1574.172,6.211778,2.50488
1574.304,6.211878,2.49576
1574.436,6.211978,2.50332
1574.568,6.212058,2.49528
1574.688,6.212196,2.50058
1574.82,6.212296,2.5102
1574.952,6.212376,2.49396
1575.072,6.212476,2.49856
1575.204,6.212576,2.50524
1575.336,6.212714,2.4906
1575.468,6.212774,2.51602
1575.588,6.212834,2.5039
1575.72,6.212954,2.4917
1575.852,6.213074,2.51208
1575.972,6.213194,2.5023
1576.104,6.213272,2.501
1576.236,6.213332,2.5111
1576.368,6.213432,2.49398
1576.488,6.213532,2.4969
1576.62,6.213712,2.50732
1576.752,6.21379,2.50036
1576.872,6.21389,2.50366
1577.004,6.21397,2.49966
1577.136,6.21409,2.4945
1577.268,6.21419,2.4939
1577.388,6.21427,2.50186
1577.52,6.214368,2.49154
1577.652,6.214488,2.50078
1577.772,6.214568,2.50062
1577.904,6.214668,2.4816
1578.036,6.214768,2.48876
1578.168,6.214886,2.48476
1578.288,6.214946,2.47964
1578.42,6.215046,2.49002
1578.552,6.215206,2.48562
1578.672,6.215266,2.48446
1578.804,6.215366,2.49904
1578.936,6.215424,2.48946
1579.068,6.215584,2.49892
1579.188,6.215684,2.49826
1579.32,6.215764,2.48724
1579.452,6.215864,2.49552
1579.572,6.215962,2.49272
1579.704,6.216042,2.48444
1579.836,6.216162,2.50138
1579.968,6.216302,2.48996
1580.088,6.216362,2.4901
1580.22,6.216462,2.50318
1580.352,6.21654,2.49046
1580.472,6.21664,2.49138
1580.604,6.21676,2.49094
1580.736,6.21688,2.47998
1580.868,6.21696,2.50636
1580.988,6.21704,2.49394
1581.12,6.217118,2.49118
1581.252,6.217238,2.5052
1581.372,6.217438,2.49672
1581.504,6.217478,2.49236
1581.636,6.217538,2.49742
1581.768,6.217676,2.48552
1581.888,6.217796,2.48942
1582.02,6.217876,2.4951
1582.152,6.217936,2.48978
1582.272,6.218076,2.49002
1582.404,6.218156,2.50314
1582.536,6.218274,2.49348
1582.668,6.218394,2.50128
1582.788,6.218454,2.49562
1582.92,6.218554,2.4865
1583.052,6.218674,2.50592
1583.172,6.218752,2.50478
1583.304,6.218872,2.49118
1583.436,6.218972,2.50368
1583.568,6.219072,2.489
1583.688,6.219112,2.4921
1583.82,6.219232,2.50836
1583.952,6.21943,2.48334
1584.072,6.21949,2.49702
1584.204,6.21951,2.49654
1584.336,6.21965,2.48902
1584.468,6.21977,2.50864
1584.588,6.219848,2.49854
1584.72,6.219968,2.4996
1584.852,6.220048,2.50172
1584.972,6.220148,2.50432
1585.104,6.220228,2.49888
1585.236,6.220348,2.5016
1585.368,6.220466,2.4872
1585.488,6.220566,2.49602
1585.62,6.220666,2.49518
1585.752,6.220706,2.4986
1585.872,6.220806,2.49106
1586.004,6.220984,2.50346
1586.136,6.221064,2.4982
1586.268,6.221144,2.50674
1586.388,6.221264,2.51056
1586.52,6.221364,2.48818
1586.652,6.221444,2.50512
1586.772,6.221562,2.50296
1586.904,6.221682,2.49046
1587.036,6.221742,2.50694
1587.168,6.221862,2.49144
1587.288,6.221942,2.49238
1587.42,6.22204,2.51136
1587.552,6.22216,2.49654
1587.672,6.22226,2.49446
1587.804,6.22236,2.50876
1587.936,6.22246,2.49342
1588.068,6.22256,2.5025
1588.188,6.222638,2.50882
1588.32,6.222718,2.4985
1588.452,6.222838,2.50938
1588.572,6.222958,2.50368
1588.704,6.223058,2.4989
1588.836,6.223136,2.49872
1588.968,6.223236,2.49518
1589.088,6.223316,2.49364
1589.22,6.223476,2.50522
1589.352,6.223616,2.50004
1589.472,6.223656,2.49442
1589.604,6.223714,2.51416
1589.736,6.223814,2.49938
1589.868,6.223914,2.5098
1589.988,6.224034,2.506
1590.12,6.224134,2.4988
1590.252,6.224252,2.50922
1590.372,6.224292,2.51548
1590.504,6.224412,2.49786
1590.636,6.224572,2.50898
1590.768,6.224672,2.4939
1590.888,6.224732,2.49002
1591.02,6.22481,2.51208
1591.152,6.22495,2.49084
1591.272,6.22505,2.49234
1591.404,6.22517,2.5063
1591.536,6.22525,2.49224
1591.668,6.225348,2.49806
1591.788,6.225468,2.50896
1591.92,6.225548,2.49378
1592.052,6.225648,2.4976
1592.172,6.225768,2.50466
1592.304,6.225848,2.49322
1592.436,6.225946,2.5013
1592.568,6.226046,2.49162
1592.688,6.226126,2.48678
1592.82,6.226226,2.50144
1592.952,6.226346,2.49084
1593.072,6.226424,2.49378
1593.204,6.226544,2.49772
1593.336,6.226624,2.4922
1593.468,6.226784,2.48944
1593.588,6.226844,2.49728
1593.72,6.226924,2.497
1593.852,6.227042,2.4944
1593.972,6.227142,2.50028
1594.104,6.227282,2.49048
1594.236,6.227342,2.4982
1594.368,6.227422,2.49208
1594.488,6.227502,2.48702
1594.62,6.22768,2.50328
1594.752,6.22774,2.5011
1594.872,6.22782,2.4935
1595.004,6.22792,2.51508
1595.136,6.22798,2.50198
1595.268,6.228158,2.49166
1595.388,6.228258,2.50464
1595.52,6.228338,2.48482
1595.652,6.228438,2.49302
1595.772,6.228518,2.50252
1595.904,6.228656,2.49154
1596.036,6.228756,2.5013
1596.168,6.228836,2.49768
1596.288,6.228916,2.4951
1596.42,6.229056,2.5037
1596.552,6.229136,2.49884
1596.672,6.229234,2.49668
1596.804,6.229314,2.5004
1596.936,6.229454,2.4985
1597.068,6.229494,2.49174
1597.188,6.229654,2.49924
1597.32,6.229752,2.50314
1597.452,6.229832,2.49796
1597.572,6.229912,2.51154
1597.704,6.230012,2.4984
1597.836,6.230172,2.49968
1597.968,6.230252,2.49974
1598.088,6.23031,2.48844
1598.22,6.23039,2.50482
1598.352,6.23053,2.50552
1598.472,6.23065,2.49742
1598.604,6.23073,2.51062
1598.736,6.230828,2.49262
1598.868,6.230948,2.49684
1598.988,6.231008,2.50812
1599.12,6.231128,2.49074
1599.252,6.231248,2.50726
1599.372,6.231348,2.50646
1599.504,6.231426,2.49154
1599.636,6.231506,2.5063
1599.768,6.231606,2.50808
1599.888,6.231686,2.5051
1600.02,6.231866,2.50988
1600.152,6.231926,2.49706
1600.272,6.232004,2.50318
1600.404,6.232144,2.50366
1600.536,6.232224,2.49778
1600.668,6.232344,2.50712
1600.788,6.232464,2.50762
1600.92,6.232522,2.50384
1601.052,6.232642,2.50594
1601.172,6.232702,2.50654
1601.304,6.232782,2.50712
1601.436,6.232982,2.49906
1601.568,6.23306,2.5061
1601.688,6.2331,2.50106
1601.82,6.23324,2.50268
1601.952,6.23334,2.50974
1602.072,6.23344,2.49612
1602.204,6.23354,2.51526
1602.336,6.233638,2.49976
1602.468,6.233718,2.49996
1602.588,6.233818,2.50724
1602.72,6.233938,2.49748
1602.852,6.234038,2.51156
1602.972,6.234118,2.50754
1603.104,6.234196,2.50586
1603.236,6.234316,2.51094
1603.368,6.234416,2.51072
1603.488,6.234536,2.5012
1603.62,6.234616,2.50624
1603.752,6.234734,2.50818
1603.872,6.234794,2.50268
1604.004,6.234914,2.50564
1604.136,6.235034,2.4958
1604.268,6.235134,2.50046
1604.388,6.235194,2.50282
1604.52,6.235252,2.5062
1604.652,6.235412,2.5107
1604.772,6.235512,2.51112
1604.904,6.235592,2.5113
1605.036,6.235752,2.5124
1605.168,6.23583,2.50568
1605.288,6.23593,2.50614
1605.42,6.23601,2.50308
1605.552,6.23613,2.51276
1605.672,6.23623,2.50364
1605.804,6.236328,2.51318
1605.936,6.236408,2.51468
1606.068,6.236528,2.50514
1606.188,6.236668,2.51496
1606.32,6.236708,2.51732
1606.452,6.236828,2.5113
1606.572,6.236966,2.52274
1606.704,6.237006,2.50518
1606.836,6.237126,2.50406
1606.968,6.237246,2.51668
1607.088,6.237326,2.50172
1607.22,6.237406,2.50862
1607.352,6.237504,2.5158
1607.472,6.237624,2.50376
1607.604,6.237704,2.51612
1607.736,6.237804,2.50792
1607.868,6.237924,2.51566
1607.988,6.238022,2.51162
1608.12,6.238142,2.51598
1608.252,6.238222,2.50882
1608.372,6.238302,2.5248
1608.504,6.238402,2.50724
1608.636,6.238482,2.50942
1608.768,6.23862,2.51522
1608.888,6.2387,2.51592
1609.02,6.2388,2.5168
1609.152,6.23888,2.52094
1609.272,6.239,2.5087
1609.404,6.239118,2.514
1609.536,6.239198,2.51806
1609.668,6.239298,2.50666
1609.788,6.239378,2.51958
1609.92,6.239518,2.51046
1610.052,6.239618,2.51812
1610.172,6.239756,2.51998
1610.304,6.239796,2.51358
1610.436,6.239916,2.51532
1610.568,6.240016,2.52378
1610.688,6.240136,2.51228
1610.82,6.240214,2.5289
1610.952,6.240334,2.51262
1611.072,6.240414,2.51364
1611.204,6.240514,2.51596
1611.336,6.240614,2.51558
1611.468,6.240752,2.51182
1611.588,6.240812,2.52274
1611.72,6.240912,2.51492
1611.852,6.240992,2.508
1611.972,6.241112,2.51998
1612.104,6.241212,2.52198
1612.236,6.24131,2.51112
1612.368,6.24141,2.52768
1612.488,6.24151,2.52124
1612.62,6.24161,2.51596
1612.752,6.24175,2.53146
1612.872,6.24181,2.51356
1613.004,6.241888,2.52376
1613.136,6.241968,2.5276
1613.268,6.242108,2.5116
1613.388,6.242208,2.5244
1613.52,6.242328,2.5215
1613.652,6.242406,2.50342
1613.772,6.242446,2.51902
1613.904,6.242526,2.516
1614.036,6.242706,2.51186
1614.168,6.242826,2.53436
1614.288,6.242906,2.5139
1614.42,6.243004,2.52046
1614.552,6.243104,2.5275
1614.672,6.243204,2.51562
1614.804,6.243304,2.52686
1614.936,6.243444,2.52648
1615.068,6.243502,2.51066
1615.188,6.243602,2.52556
1615.32,6.243682,2.52872
1615.452,6.243802,2.51668
1615.572,6.243902,2.51674
1615.704,6.244002,2.5195
1615.836,6.2441,2.52216
1615.968,6.24424,2.52912
1616.088,6.2443,2.52524
1616.22,6.2444,2.52324
1616.352,6.24454,2.52538
1616.472,6.244598,2.52136
1616.604,6.244698,2.519
1616.736,6.244798,2.52708
1616.868,6.244898,2.51726
1616.988,6.244998,2.5244
1617.12,6.245098,2.52784
1617.252,6.245216,2.51568
1617.372,6.245276,2.5365
1617.504,6.245396,2.51814
1617.636,6.245516,2.51506
1617.768,6.245596,2.52202
1617.888,6.245696,2.51572
1618.02,6.245774,2.52076
1618.152,6.245874,2.53544
1618.272,6.245994,2.52044
1618.404,6.246074,2.53712
1618.536,6.246174,2.52548
1618.668,6.246252,2.5192
1618.788,6.246412,2.51846
1618.92,6.246492,2.52204
1619.052,6.246572,2.5309
1619.172,6.246692,2.52588
1619.304,6.24679,2.5282
1619.436,6.24689,2.52388
1619.568,6.24701,2.5284
1619.688,6.24707,2.52338
1619.82,6.24719,2.52952
1619.952,6.247348,2.52784
1620.072,6.247388,2.52724
1620.204,6.247448,2.5186
1620.336,6.247628,2.52824
1620.468,6.247708,2.52262
1620.588,6.247808,2.52406
1620.72,6.247906,2.5358
1620.852,6.248006,2.52052
1620.972,6.248086,2.53136
1621.104,6.248166,2.53132
1621.236,6.248306,2.52268
1621.368,6.248406,2.5375
1621.488,6.248504,2.52804
1621.62,6.248584,2.52764
1621.752,6.248704,2.54648
1621.872,6.248784,2.53066
1622.004,6.248864,2.52424
1622.136,6.249042,2.53848
1622.268,6.249102,2.5174
1622.388,6.249162,2.52822
1622.52,6.249262,2.52406
1622.652,6.249382,2.52938
1622.772,6.249502,2.5277
1622.904,6.2496,2.53742
1623.036,6.24964,2.52936
1623.168,6.24974,2.53184
1623.288,6.24984,2.52962
1623.42,6.25002,2.5268
1623.552,6.250098,2.53762
1623.672,6.250178,2.52888
1623.804,6.250278,2.52306
1623.936,6.250398,2.54428
1624.068,6.250498,2.53168
1624.188,6.250578,2.5305
1624.32,6.250696,2.54608
1624.452,6.250816,2.52872
1624.572,6.250916,2.54476
1624.704,6.250976,2.53646
1624.836,6.251096,2.52682
1624.968,6.251176,2.54598
1625.088,6.251294,2.53714
1625.22,6.251394,2.52664
1625.352,6.251514,2.54448
1625.472,6.251574,2.53292
1625.604,6.251714,2.53202
1625.736,6.251772,2.53884
1625.868,6.251872,2.53138
1625.988,6.251992,2.53704
1626.12,6.252092,2.54374
1626.252,6.252192,2.5235
1626.372,6.252252,2.54038
1626.504,6.25235,2.53654
1626.636,6.25249,2.5329
1626.768,6.25259,2.54072
1626.888,6.25269,2.53406
1627.02,6.25279,2.53868
1627.152,6.252868,2.54392
1627.272,6.252988,2.54308
1627.404,6.253068,2.52522
1627.536,6.253188,2.54324
1627.668,6.253288,2.53352
1627.788,6.253348,2.53356
1627.92,6.253446,2.54232
1628.052,6.253586,2.5277
1628.172,6.253666,2.531
1628.304,6.253766,2.55236
1628.436,6.253886,2.53396
1628.568,6.253984,2.54236
1628.688,6.254064,2.54132
1628.82,6.254164,2.52846
1628.952,6.254304,2.54538
1629.072,6.254404,2.53914
1629.204,6.254464,2.53376
1629.336,6.254582,2.55092
1629.468,6.254682,2.53578
1629.588,6.254782,2.54124
1629.72,6.254902,2.55062
1629.852,6.254942,2.53124
1629.972,6.255042,2.54588
1630.104,6.25518,2.54364
1630.236,6.25528,2.53434
1630.368,6.2554,2.54894
1630.488,6.25548,2.54418
1630.62,6.25558,2.53584
1630.752,6.255698,2.54864
1630.872,6.255778,2.54908
1631.004,6.255878,2.53946
1631.136,6.255998,2.54734
1631.268,6.256098,2.53862
1631.388,6.256156,2.5438
1631.52,6.256296,2.56394
1631.652,6.256356,2.54018
1631.772,6.256476,2.54026
1631.904,6.256576,2.55502
1632.036,6.256676,2.53132
1632.168,6.256774,2.5508
1632.288,6.256874,2.55158
1632.42,6.256934,2.53368
1632.552,6.257014,2.55114
1632.672,6.257154,2.54998
1632.804,6.257312,2.54152
1632.936,6.257392,2.54544
1633.068,6.257472,2.53984
1633.188,6.257552,2.54098
1633.32,6.257692,2.54354
1633.452,6.257792,2.54228
1633.572,6.25787,2.5354
1633.704,6.25797,2.5456
1633.836,6.25807,2.54618
1633.968,6.25817,2.5577
1634.088,6.25829,2.5466
1634.22,6.258388,2.55216
1634.352,6.258488,2.55096
1634.472,6.258548,2.55188
1634.604,6.258668,2.54762
1634.736,6.258768,2.54742
1634.868,6.258868,2.546
1634.988,6.258966,2.54172
1635.12,6.259046,2.54952
1635.252,6.259166,2.54998
1635.372,6.259266,2.54606
1635.504,6.259366,2.55242
1635.636,6.259464,2.53802
1635.768,6.259544,2.55332
1635.888,6.259664,2.54922
1636.02,6.259804,2.54954
1636.152,6.259904,2.54352
1636.272,6.259944,2.55406
1636.404,6.260022,2.5461
1636.536,6.260162,2.54842
1636.668,6.260282,2.5492
1636.788,6.260362,2.5449
1636.92,6.260462,2.56024
1637.052,6.260542,2.54858
1637.172,6.26062,2.55478
1637.304,6.26074,2.5501
1637.436,6.26086,2.54778
1637.568,6.26098,2.54644
1637.688,6.26108,2.55544
1637.82,6.261138,2.55634
1637.952,6.261278,2.55094
1638.072,6.261398,2.55626
1638.204,6.261458,2.55654
1638.336,6.261558,2.55386
1638.468,6.261656,2.5594
1638.588,6.261756,2.5521
1638.72,6.261856,2.54898
1638.852,6.261976,2.5526
1638.972,6.262036,2.54812
1639.104,6.262176,2.5595
1639.236,6.262254,2.55382
1639.368,6.262374,2.55276
1639.488,6.262454,2.55614
1639.62,6.262554,2.55046
1639.752,6.262654,2.55126
1639.872,6.262754,2.5602
1640.004,6.262872,2.53848
1640.136,6.262972,2.56492
1640.268,6.263072,2.5543
1640.388,6.263152,2.54952
1640.52,6.263272,2.56102
1640.652,6.26335,2.54738
1640.772,6.26345,2.5506
1640.904,6.26355,2.56008
1641.036,6.26365,2.55318
1641.168,6.26373,2.55916
1641.288,6.26383,2.56046
1641.42,6.263968,2.55718
1641.552,6.264068,2.55836
1641.672,6.264128,2.56502
1641.804,6.264208,2.5494
1641.936,6.264308,2.55244
1642.068,6.264506,2.55884
1642.188,6.264586,2.55418
1642.32,6.264646,2.56158
1642.452,6.264706,2.55768
1642.572,6.264866,2.54912
1642.704,6.264964,2.56048
1642.836,6.265044,2.55076
1642.968,6.265164,2.56006
1643.088,6.265244,2.56144
1643.22,6.265364,2.55272
1643.352,6.265464,2.56254
1643.472,6.265562,2.56916
1643.604,6.265682,2.54822
1643.736,6.265762,2.55934
1643.868,6.265842,2.55512
1643.988,6.265942,2.55266
1644.12,6.266042,2.57324
1644.252,6.26616,2.558
1644.372,6.26624,2.55202
1644.504,6.26634,2.55978
1644.636,6.26646,2.5609
1644.768,6.26656,2.55862
1644.888,6.266638,2.56148
1645.02,6.266758,2.55076
1645.152,6.266858,2.55804
1645.272,6.266938,2.56934
1645.404,6.267078,2.5547
1645.536,6.267176,2.5678
1645.668,6.267236,2.56446
1645.788,6.267316,2.55684
1645.92,6.267456,2.57148
1646.052,6.267556,2.56092
1646.172,6.267656,2.55764
1646.304,6.267754,2.55902
1646.436,6.267814,2.55232
1646.568,6.267914,2.5551
1646.688,6.268054,2.56644
1646.82,6.268194,2.55794
1646.952,6.268254,2.56362
1647.072,6.268332,2.57424
1647.204,6.268452,2.55332
1647.336,6.268552,2.56438
1647.468,6.268652,2.5646
1647.588,6.268752,2.5556
1647.72,6.26885,2.56688
1647.852,6.26895,2.5709
1647.972,6.26905,2.55728
1648.104,6.26915,2.57192
1648.236,6.26925,2.56248
1648.368,6.26935,2.5695
1648.488,6.269428,2.5741
1648.62,6.269548,2.56244
1648.752,6.269648,2.56638
1648.872,6.269748,2.5806
1649.004,6.269848,2.56256
1649.136,6.269946,2.56782
1649.268,6.270046,2.56252
1649.388,6.270146,2.55354
1649.52,6.270226,2.56818
1649.652,6.270326,2.56704
1649.772,6.270446,2.56186
1649.904,6.270544,2.57334
1650.036,6.270664,2.56358
1650.168,6.270724,2.5614
1650.288,6.270844,2.577
1650.42,6.270944,2.57016
1650.552,6.271042,2.5672
1650.672,6.271142,2.58318
1650.804,6.271242,2.56228
1650.936,6.271322,2.56742
1651.068,6.271422,2.5725
1651.188,6.271482,2.56066
1651.32,6.27162,2.5634
1651.452,6.27176,2.57216
1651.572,6.27182,2.5526
1651.704,6.27192,2.56314
1651.836,6.27206,2.57116
1651.968,6.272138,2.56766
1652.088,6.272258,2.57456
1652.22,6.272318,2.56486
1652.352,6.272438,2.56698
1652.472,6.272558,2.56858
1652.604,6.272618,2.56212
1652.736,6.272716,2.57434
1652.868,6.272856,2.5756
1652.988,6.272936,2.5644
1653.12,6.273036,2.5669
1653.252,6.273156,2.57502
1653.372,6.273196,2.56482
1653.504,6.273314,2.56478
1653.636,6.273474,2.57214
1653.768,6.273534,2.56516
1653.888,6.273634,2.57536
1654.02,6.273754,2.57816
1654.152,6.273832,2.5562
1654.272,6.273932,2.57118
1654.404,6.274012,2.56716
1654.536,6.274132,2.55838
1654.668,6.274232,2.58376
1654.788,6.27433,2.56706
1654.92,6.27443,2.5757
1655.052,6.27453,2.58358
1655.172,6.27461,2.5755
1655.304,6.27473,2.592
1655.436,6.27485,2.57466
1655.568,6.274928,2.56856
1655.688,6.275028,2.586
1655.82,6.275068,2.56796
1655.952,6.275248,2.58006
1656.072,6.275368,2.58516
1656.204,6.275408,2.5716
1656.336,6.275526,2.57222
1656.468,6.275626,2.58166
1656.588,6.275706,2.57012
1656.72,6.275826,2.57558
1656.852,6.275984,2.56898
1656.972,6.276024,2.5682
1657.104,6.276124,2.57838
1657.236,6.276244,2.57926
1657.368,6.276344,2.57158
1657.488,6.276424,2.58644
1657.62,6.276504,2.5793
1657.752,6.276642,2.57604
1657.872,6.276742,2.58182
1658.004,6.276822,2.57142
1658.136,6.276922,2.57594
1658.268,6.277022,2.58134
1658.388,6.27712,2.5679
1658.52,6.2772,2.57534
1658.652,6.27734,2.58372
1658.772,6.27744,2.56734
1658.904,6.27754,2.58776
1659.036,6.277638,2.57404
1659.168,6.277718,2.58076
1659.288,6.277818,2.58566
1659.42,6.277918,2.57344
1659.552,6.278018,2.5784
1659.672,6.278118,2.59124
1659.804,6.278196,2.57488
1659.936,6.278296,2.57804
1660.068,6.278456,2.57998
1660.188,6.278536,2.56926
1660.32,6.278616,2.58606
1660.452,6.278676,2.57832
1660.572,6.278754,2.5709
1660.704,6.278914,2.5789
1660.836,6.279034,2.58942
1660.968,6.279134,2.57004
1661.088,6.279214,2.5877
1661.22,6.279332,2.58078
1661.352,6.279412,2.57824
1661.472,6.279512,2.57798
1661.604,6.279632,2.57902
1661.736,6.279732,2.5787
1661.868,6.27983,2.58736
1661.988,6.27993,2.58396
1662.12,6.28005,2.57588
1662.252,6.28013,2.58482
1662.372,6.28023,2.57832
1662.504,6.28031,2.58186
1662.636,6.280408,2.58702
1662.768,6.280528,2.57458
1662.888,6.280588,2.5812
1663.02,6.280708,2.58736
1663.152,6.280828,2.57524
1663.272,6.280908,2.58642
1663.404,6.281026,2.58372
1663.536,6.281126,2.57342
1663.668,6.281226,2.58902
1663.788,6.281326,2.57308
1663.92,6.281446,2.57592
1664.052,6.281524,2.60096
1664.172,6.281604,2.58518
1664.304,6.281704,2.5823
1664.436,6.281784,2.5903
1664.568,6.281924,2.57284
1664.688,6.282022,2.58084
1664.82,6.282102,2.58234
1664.952,6.282182,2.56814
1665.072,6.282282,2.57834
1665.204,6.282402,2.592
1665.336,6.2826,2.5855
1665.468,6.28262,2.59754
1665.588,6.28268,2.59534
1665.72,6.2828,2.5814
1665.852,6.28288,2.58916
1665.972,6.28302,2.5842
1666.104,6.28312,2.576
1666.236,6.283218,2.59352
1666.368,6.283318,2.57512
1666.488,6.283418,2.57988
1666.62,6.283518,2.5949
1666.752,6.283638,2.57454
1666.872,6.283696,2.58806
1667.004,6.283796,2.58314
1667.136,6.283916,2.5765
1667.268,6.284016,2.59682
1667.388,6.284116,2.58818
1667.52,6.284196,2.5843
1667.652,6.284294,2.5884
1667.772,6.284374,2.57778
1667.904,6.284514,2.58676
1668.036,6.284634,2.58442
1668.168,6.284734,2.59114
1668.288,6.284812,2.58742
1668.42,6.284912,2.58764
