Test time_s,Standard travel_mm,Standard force_N
940.452,5.720004,1.97733
940.572,5.720084,1.991466
940.704,5.720184,1.971856
940.836,5.720264,1.982528
940.968,5.720384,1.974242
941.088,5.720504,1.978914
941.22,5.720582,1.98037
941.352,5.720682,1.980456
941.472,5.720742,1.976004
941.604,5.720862,1.979352
941.736,5.721022,1.98156
941.868,5.7211,1.987248
941.988,5.72118,1.985352
942.12,5.7213,1.975354
942.252,5.7214,1.984468
942.372,5.72148,1.98943
942.504,5.7216,1.977452
942.636,5.721698,1.98233
942.768,5.721798,1.977708
942.888,5.721898,1.98669
943.02,5.721998,1.986536
943.152,5.722118,1.982268
943.272,5.722216,1.978182
943.404,5.722296,1.988404
943.536,5.722376,1.975208
943.668,5.722496,1.988962
943.788,5.722576,1.996944
943.92,5.722696,1.976048
944.052,5.722794,1.984108
944.172,5.722894,1.98483
944.304,5.722994,1.974082
944.436,5.723094,1.993348
944.568,5.723194,1.973414
944.688,5.723292,1.982318
944.82,5.723392,1.996588
944.952,5.723492,1.97164
945.072,5.723572,1.989108
945.204,5.723692,1.991566
945.336,5.723772,1.972786
945.468,5.72387,1.994772
945.588,5.72399,1.990892
945.72,5.72411,1.985396
945.852,5.72415,1.999324
945.972,5.72427,1.984114
946.104,5.72433,1.99119
946.236,5.724508,1.990738
946.368,5.724648,1.981096
946.488,5.724668,1.994524
946.62,5.724768,1.986996
946.752,5.724888,1.981448
946.872,5.724986,1.99095
947.004,5.725086,1.991384
947.136,5.725186,1.98441
947.268,5.725306,1.995796
947.388,5.725406,1.982848
947.52,5.725484,1.992382
947.652,5.725564,2.00144
947.772,5.725684,1.99036
947.904,5.725784,1.99819
948.036,5.725884,1.997182
948.168,5.725984,1.987298
948.288,5.726082,2.000084
948.42,5.726202,1.99375
948.552,5.726302,1.988526
948.672,5.726382,1.995524
948.804,5.726462,1.987006
948.936,5.726582,1.992082
949.068,5.7267,1.996886
949.188,5.72678,1.979378
949.32,5.72688,1.99341
949.452,5.72698,1.984286
949.572,5.72708,1.98184
949.704,5.727178,1.99378
949.836,5.727278,1.98744
949.968,5.727398,2.002816
950.088,5.727438,2.005532
950.22,5.727558,1.98347
950.352,5.727678,2.006176
950.472,5.727776,1.99421
950.604,5.727856,1.991058
950.736,5.727936,2.002052
950.868,5.728036,1.986758
950.988,5.728216,1.98759
951.12,5.728274,2.002788
951.252,5.728374,1.978316
951.372,5.728494,1.99259
951.504,5.728594,1.99629
951.636,5.728694,1.99993
951.768,5.728774,2.001422
951.888,5.728872,1.994918
952.02,5.728972,2.001212
952.152,5.729072,2.000382
952.272,5.729172,1.989474
952.404,5.729272,2.000498
952.536,5.72941,1.998498
952.668,5.72947,1.992078
952.788,5.72957,2.00355
952.92,5.72967,1.988734
953.052,5.72979,1.996242
953.172,5.729888,2.002602
953.304,5.729968,1.993266
953.436,5.730108,1.992106
953.568,5.730168,2.005284
953.688,5.730268,1.989562
953.82,5.730368,2.002254
953.952,5.730466,1.998064
954.072,5.730566,2.000354
954.204,5.730666,1.997718
954.336,5.730766,1.996466
954.468,5.730886,1.998026
954.588,5.731004,2.004358
954.72,5.731084,2.001572
954.852,5.731144,2.000138
954.972,5.731244,2.007662
955.104,5.731364,1.991026
955.236,5.731464,2.004022
955.368,5.731542,1.99429
955.488,5.731622,1.994122
955.62,5.731802,2.000816
955.752,5.731882,1.994638
955.872,5.731962,1.99168
956.004,5.732042,2.004
956.136,5.73218,1.995662
956.268,5.7323,2.00475
956.388,5.73236,2.003266
956.52,5.73246,1.993752
956.652,5.7326,2.013968
956.772,5.732678,2.003206
956.904,5.732778,1.998874
957.036,5.732878,2.003736
957.168,5.732978,1.997226
957.288,5.733058,2.004744
957.42,5.733178,2.005778
957.552,5.733296,2.004204
957.672,5.733376,2.00649
957.804,5.733436,1.998806
957.936,5.733576,1.998532
958.068,5.733696,1.996962
958.188,5.733754,1.995424
958.32,5.733894,1.995386
958.452,5.733974,1.999336
958.572,5.734074,1.989058
958.704,5.734174,2.009326
958.836,5.734274,2.006242
958.968,5.734372,1.998956
959.088,5.734472,2.00302
959.22,5.734552,2.000482
959.352,5.734632,2.000866
959.472,5.734732,2.016764
959.604,5.73485,1.998888
959.736,5.73501,1.98843
959.868,5.73505,2.002772
959.988,5.73511,1.992942
960.12,5.73521,1.997706
960.252,5.73537,1.999312
960.372,5.735508,1.992452
960.504,5.735568,2.00073
960.636,5.735648,2.004254
960.768,5.735748,1.992628
960.888,5.735888,2.012766
961.02,5.735966,1.994582
961.152,5.736066,2.006886
961.272,5.736166,2.00938
961.404,5.736306,1.999276
961.536,5.736346,2.005846
961.668,5.736486,2.00312
961.788,5.736564,1.994414
961.92,5.736644,2.006478
962.052,5.736764,1.99733
962.172,5.736844,1.993728
962.304,5.736964,2.016458
962.436,5.737102,2.004142
962.568,5.737162,2.014462
962.688,5.737262,2.016484
962.82,5.737362,2.00214
962.952,5.737462,2.006452
963.072,5.737562,2.01118
963.204,5.73766,1.9985
963.336,5.73776,2.006562
963.468,5.73786,2.002898
963.588,5.73796,2.003536
963.72,5.73806,2.010246
963.852,5.73814,2.009496
963.972,5.738218,2.010896
964.104,5.738338,2.011302
964.236,5.738438,2.006942
964.368,5.738538,2.01895
964.488,5.738658,2.017046
964.62,5.738756,2.013428
964.752,5.738816,2.005564
964.872,5.738916,2.014166
965.004,5.739136,2.007448
965.136,5.739216,2.004572
965.268,5.739236,2.00619
965.388,5.739294,2.013346
965.52,5.739474,2.014094
965.652,5.739594,2.002958
965.772,5.739634,2.014778
965.904,5.739734,2.008974
966.036,5.739852,2.010436
966.168,5.739972,2.017824
966.288,5.740072,2.005844
966.42,5.740152,2.018064
966.552,5.740252,2.011126
966.672,5.740332,2.001626
966.804,5.74047,2.025272
966.936,5.74057,2.010296
967.068,5.74065,2.004342
967.188,5.74077,2.014078
967.32,5.74085,2.000018
967.452,5.740948,2.020504
967.572,5.741088,2.015792
967.704,5.741168,1.999606
967.836,5.741248,2.026534
967.968,5.741328,2.016246
968.088,5.741466,2.014666
968.22,5.741546,2.025042
968.352,5.741646,2.002942
968.472,5.741746,2.007514
968.604,5.741826,2.014964
968.736,5.741926,2.005894
968.868,5.742044,2.01947
968.988,5.742104,2.019418
969.12,5.742244,2.004516
969.252,5.742344,2.013654
969.372,5.742404,2.012458
969.504,5.742484,2.006416
969.636,5.742682,2.024294
969.768,5.742762,2.012656
969.888,5.742842,2.010838
970.02,5.742922,2.014798
970.152,5.743082,2.009194
970.272,5.74316,2.018994
970.404,5.74326,2.01682
970.536,5.74334,2.011268
970.668,5.74346,2.02202
970.788,5.74354,2.014098
970.92,5.74364,2.01067
971.052,5.743738,2.027206
971.172,5.743858,2.01155
971.304,5.743938,2.016936
971.436,5.744038,2.027118
971.568,5.744138,2.011522
971.688,5.744276,2.019916
971.82,5.744356,2.01895
971.952,5.744436,2.017452
972.072,5.744536,2.01651
972.204,5.744636,2.01414
972.336,5.744736,2.017504
972.468,5.744854,2.02676
972.588,5.744934,2.018598
972.72,5.745034,2.027602
972.852,5.745154,2.021876
972.972,5.745214,2.015024
973.104,5.745352,2.026772
973.236,5.745452,2.016584
973.368,5.745532,2.029772
973.488,5.745612,2.028428
973.62,5.745692,2.014476
973.752,5.74585,2.026434
973.872,5.74593,2.0382
974.004,5.74601,2.011808
974.136,5.74609,2.016792
974.268,5.74623,2.016428
974.388,5.74635,2.01135
974.52,5.746448,2.029806
974.652,5.746548,2.014028
974.772,5.746628,2.009044
974.904,5.746708,2.028594
975.036,5.746848,2.020646
975.168,5.747006,2.024574
975.288,5.747066,2.021996
975.42,5.747126,2.019278
975.552,5.747206,2.029058
975.672,5.747346,2.02501
975.804,5.747466,2.020318
975.936,5.747544,2.028358
976.068,5.747624,2.022234
976.188,5.747784,2.019342
976.32,5.747844,2.022196
976.452,5.747924,2.013246
976.572,5.748024,2.01987
976.704,5.748122,2.026706
976.836,5.748242,2.010332
976.968,5.748322,2.029222
977.088,5.748442,2.018168
977.22,5.748542,2.019344
977.352,5.74864,2.025762
977.472,5.74874,2.021258
977.604,5.7488,2.019024
977.736,5.7489,2.02604
977.868,5.74906,2.018346
977.988,5.74912,2.016296
978.12,5.749198,2.031756
978.252,5.749318,2.022692
978.372,5.749418,2.02718
978.504,5.749538,2.028092
978.636,5.749638,2.022108
978.768,5.749678,2.022414
978.888,5.749756,2.01135
979.02,5.749956,2.02747
979.152,5.750136,2.019976
979.272,5.750156,2.016034
979.404,5.750176,2.027968
979.536,5.750334,2.014054
979.668,5.750474,2.023506
979.788,5.750534,2.03328
979.92,5.750614,2.018136
980.052,5.750754,2.024322
980.172,5.750832,2.031712
980.304,5.750932,2.015922
980.436,5.751032,2.031024
980.568,5.751132,2.019838
980.688,5.751212,2.012612
980.82,5.751352,2.02317
980.952,5.75143,2.023428
981.072,5.75151,2.015008
981.204,5.75163,2.039752
981.336,5.75173,2.031122
981.468,5.75185,2.025268
981.588,5.751908,2.036024
981.72,5.752028,2.028174
981.852,5.752108,2.030572
981.972,5.752188,2.028086
982.104,5.752328,2.024222
982.236,5.752428,2.041288
982.368,5.752526,2.030892
982.488,5.752606,2.030516
982.62,5.752706,2.03463
982.752,5.752786,2.02127
982.872,5.752946,2.022486
983.004,5.753024,2.026088
983.136,5.753124,2.015734
983.268,5.753224,2.026766
983.388,5.753304,2.030462
983.52,5.753364,2.017486
983.652,5.753504,2.03962
983.772,5.753642,2.028904
983.904,5.753722,2.021848
984.036,5.753822,2.036518
984.168,5.753922,2.027212
984.288,5.754022,2.026924
984.42,5.75414,2.035324
984.552,5.75422,2.025988
984.672,5.7543,2.036028
984.804,5.75442,2.036982
984.936,5.75452,2.027128
985.068,5.75464,2.030578
985.188,5.754718,2.025208
985.32,5.754818,2.023292
985.452,5.754918,2.03196
985.572,5.755018,2.030858
985.704,5.755138,2.034294
985.836,5.755216,2.030096
985.968,5.755316,2.038034
986.088,5.755436,2.040774
986.22,5.755536,2.03115
986.352,5.755616,2.037642
986.472,5.755716,2.035384
986.604,5.755814,2.02589
986.736,5.755914,2.031098
986.868,5.756034,2.033282
986.988,5.756094,2.023934
987.12,5.756214,2.032588
987.252,5.756332,2.032642
987.372,5.756372,2.020158
987.504,5.756492,2.046338
987.636,5.756612,2.034894
987.768,5.756712,2.034414
987.888,5.756812,2.044988
988.02,5.75689,2.03111
988.152,5.75695,2.028026
988.272,5.75707,2.040968
988.404,5.75723,2.026448
988.536,5.75731,2.02654
988.668,5.757428,2.034102
988.788,5.757528,2.022576
988.92,5.757608,2.038518
989.052,5.757728,2.032158
989.172,5.757808,2.0241
989.304,5.757908,2.041526
989.436,5.758006,2.029956
989.568,5.758126,2.047532
989.688,5.758206,2.05059
989.82,5.758326,2.034014
989.952,5.758446,2.04381
990.072,5.758506,2.045738
990.204,5.758624,2.021408
990.336,5.758704,2.04234
990.468,5.758864,2.030126
990.588,5.758924,2.029398
990.72,5.758984,2.04506
990.852,5.759122,2.02536
990.972,5.759202,2.034536
991.104,5.759302,2.041392
991.236,5.759402,2.031184
991.368,5.759502,2.038508
991.488,5.759602,2.03207
991.62,5.7597,2.027632
991.752,5.7598,2.037302
991.872,5.75986,2.02775
992.004,5.76,2.0445
992.136,5.76012,2.042654
992.268,5.760198,2.034822
992.388,5.760278,2.046774
992.52,5.760398,2.035358
992.652,5.760498,2.034086
992.772,5.760578,2.050062
992.904,5.760658,2.026544
993.036,5.760796,2.029832
993.168,5.760936,2.039706
993.288,5.760996,2.026028
993.42,5.761076,2.04108
993.552,5.761196,2.039492
993.672,5.761374,2.032758
993.804,5.761434,2.041614
993.936,5.761494,2.034222
994.068,5.761594,2.031898
994.188,5.761694,2.04474
994.32,5.761812,2.029518
994.452,5.761912,2.039982
994.572,5.761992,2.044174
994.704,5.762112,2.029342
994.836,5.762212,2.04435
994.968,5.762312,2.03527
995.088,5.76241,2.0243
995.22,5.76251,2.048568
995.352,5.76261,2.02772
995.472,5.76269,2.01996
995.604,5.76281,2.046336
995.736,5.76291,2.032896
995.868,5.763008,2.045864
995.988,5.763108,2.052014
996.12,5.763208,2.025938
996.252,5.763308,2.051832
996.372,5.763428,2.053118
996.504,5.763506,2.031396
996.636,5.763606,2.050384
996.768,5.763686,2.0243
996.888,5.763766,2.033544
997.02,5.763906,2.046646
997.152,5.764006,2.027928
997.272,5.764084,2.033226
997.404,5.764184,2.043016
997.536,5.764244,2.035582
997.668,5.764384,2.050034
997.788,5.764504,2.04181
997.92,5.764622,2.044304
998.052,5.764702,2.046178
998.172,5.764782,2.034934
998.304,5.764922,2.03546
998.436,5.765042,2.04358
998.568,5.765082,2.041392
998.688,5.76516,2.04887
998.82,5.76528,2.04127
998.952,5.7654,2.044818
999.072,5.76548,2.050512
999.204,5.7656,2.03288
999.336,5.765718,2.048182
999.468,5.765758,2.04511
999.588,5.765898,2.03956
999.72,5.766018,2.045282
999.852,5.766078,2.043398
999.972,5.766198,2.040334
1000.104,5.766296,2.042322
1000.236,5.766396,2.037974
1000.368,5.766476,2.042448
1000.488,5.766576,2.051222
1000.62,5.766676,2.030958
1000.752,5.766794,2.043116
1000.872,5.766894,2.046562
1001.004,5.766974,2.033946
1001.136,5.767054,2.05132
1001.268,5.767194,2.041458
1001.388,5.767274,2.035264
1001.52,5.767372,2.06124
1001.652,5.767492,2.036232
1001.772,5.767572,2.039004
1001.904,5.767652,2.052328
1002.036,5.767792,2.032294
1002.168,5.76787,2.050392
1002.288,5.76795,2.060916
1002.42,5.76807,2.02813
1002.552,5.76821,2.058774
1002.672,5.76829,2.050622
1002.804,5.76839,2.041066
1002.936,5.768488,2.054302
1003.068,5.768588,2.038274
1003.188,5.768688,2.034408
1003.32,5.768828,2.057148
1003.452,5.768888,2.038892
1003.572,5.768986,2.052912
1003.704,5.769086,2.053618
1003.836,5.769166,2.043716
1003.968,5.769326,2.049368
1004.088,5.769386,2.044156
1004.22,5.769486,2.044486
1004.352,5.769584,2.055766
1004.472,5.769684,2.044046
1004.604,5.769784,2.055414
1004.736,5.769904,2.044784
1004.868,5.769984,2.039618
1004.988,5.770082,2.051994
1005.12,5.770182,2.043508
1005.252,5.770282,2.044128
1005.372,5.770402,2.049178
1005.504,5.770502,2.049124
1005.636,5.770542,2.051784
1005.768,5.77068,2.049128
1005.888,5.77084,2.043584
1006.02,5.77088,2.038472
1006.152,5.77092,2.04355
1006.272,5.77108,2.03416
1006.404,5.771198,2.044676
1006.536,5.771278,2.039878
1006.668,5.771358,2.04262
1006.788,5.771438,2.049444
1006.92,5.771538,2.043194
1007.052,5.771678,2.041894
1007.172,5.771796,2.057692
1007.304,5.771896,2.036178
1007.436,5.771976,2.040786
1007.568,5.772096,2.03881
1007.688,5.772176,2.029628
1007.82,5.772274,2.04023
1007.952,5.772394,2.035218
1008.072,5.772474,2.027938
1008.204,5.772574,2.054186
1008.336,5.772694,2.033654
1008.468,5.772814,2.051056
1008.588,5.772872,2.052296
1008.72,5.772972,2.038522
1008.852,5.773092,2.04502
1008.972,5.773192,2.054454
1009.104,5.773292,2.032648
1009.236,5.77339,2.040416
1009.368,5.77347,2.038982
1009.488,5.77357,2.038094
1009.62,5.77369,2.048056
1009.752,5.77381,2.027054
1009.872,5.77387,2.036716
1010.004,5.773948,2.038004
1010.136,5.774048,2.035308
1010.268,5.774188,2.041822
1010.388,5.774268,2.041744
1010.52,5.774348,2.04604
1010.652,5.774468,2.037884
1010.772,5.774566,2.040422
1010.904,5.774626,2.039276
1011.036,5.774766,2.040884
1011.168,5.774886,2.036658
1011.288,5.774986,2.034718
1011.42,5.775064,2.042956
1011.552,5.775124,2.042764
1011.672,5.775224,2.046298
1011.804,5.775384,2.04776
1011.936,5.775504,2.04266
1012.068,5.775564,2.044026
1012.188,5.775662,2.050132
1012.32,5.775762,2.041884
1012.452,5.775862,2.039326
1012.572,5.775962,2.045544
1012.704,5.776062,2.037362
1012.836,5.77616,2.0429
1012.968,5.77628,2.0411
1013.088,5.77636,2.041578
1013.22,5.77646,2.045942
1013.352,5.77662,2.0379
1013.472,5.77666,2.045716
1013.604,5.776738,2.04119
1013.736,5.776878,2.04739
1013.868,5.776978,2.04039
1013.988,5.777078,2.037134
1014.12,5.777178,2.040846
1014.252,5.777296,2.044698
1014.372,5.777356,2.033892
1014.504,5.777476,2.04735
1014.636,5.777576,2.031412
1014.768,5.777656,2.04978
1014.888,5.777756,2.042726
1015.02,5.777854,2.041062
1015.152,5.777974,2.05903
1015.272,5.778094,2.063138
1015.404,5.778154,2.040176
1015.536,5.778254,2.05569
1015.668,5.778372,2.038842
1015.788,5.778452,2.041426
1015.92,5.778572,2.051414
1016.052,5.778652,2.040848
1016.172,5.778712,2.037674
1016.304,5.778852,2.043936
1016.436,5.77897,2.049148
1016.568,5.77913,2.050546
1016.688,5.77917,2.056404
1016.82,5.77923,2.044062
1016.952,5.77937,2.048628
1017.072,5.779488,2.05082
1017.204,5.779568,2.040502
1017.336,5.779668,2.05445
1017.468,5.779768,2.042556
1017.588,5.779868,2.0451
1017.72,5.779968,2.054428
1017.852,5.780106,2.044912
1017.972,5.780166,2.04703
1018.104,5.780246,2.048964
1018.236,5.780366,2.044866
1018.368,5.780466,2.06694
1018.488,5.780564,2.05653
1018.62,5.780664,2.047708
1018.752,5.780764,2.056664
1018.872,5.780864,2.0531
1019.004,5.780964,2.048866
1019.136,5.781064,2.05662
1019.268,5.781162,2.039284
1019.388,5.781242,2.042934
1019.52,5.781362,2.052262
1019.652,5.781462,2.05407
1019.772,5.781542,2.059422
1019.904,5.78166,2.052516
1020.036,5.78172,2.046342
1020.168,5.78188,2.062484
1020.288,5.78196,2.04831
1020.42,5.78204,2.050374
1020.552,5.78214,2.05707
1020.672,5.782258,2.045902
1020.804,5.782318,2.059404
1020.936,5.782438,2.055472
1021.068,5.782538,2.050618
1021.188,5.782658,2.063182
1021.32,5.782836,2.055198
1021.452,5.782876,2.058416
1021.572,5.782976,2.061282
1021.704,5.783036,2.050948
1021.836,5.783156,2.055886
1021.968,5.783256,2.060396
1022.088,5.783354,2.044978
1022.22,5.783474,2.058426
1022.352,5.783554,2.053216
1022.472,5.783654,2.04958
1022.604,5.783734,2.06647
1022.736,5.783852,2.051592
1022.868,5.783952,2.060116
1022.988,5.784052,2.066894
1023.12,5.784172,2.04772
1023.252,5.784252,2.065144
1023.372,5.784352,2.060826
1023.504,5.78445,2.054324
1023.636,5.78455,2.066208
1023.768,5.78467,2.047608
1023.888,5.78475,2.053652
1024.02,5.78485,2.068492
1024.152,5.784968,2.042498
1024.272,5.785048,2.047746
1024.404,5.785148,2.064242
1024.536,5.785268,2.052198
1024.668,5.785328,2.070826
1024.788,5.785448,2.062902
1024.92,5.785526,2.054338
1025.052,5.785646,2.078642
1025.172,5.785746,2.06341
1025.304,5.785846,2.053546
1025.436,5.785926,2.063846
1025.568,5.785986,2.058248
1025.688,5.786144,2.06277
1025.82,5.786304,2.066558
1025.952,5.786384,2.055022
1026.072,5.786424,2.060354
1026.204,5.786544,2.057996
1026.336,5.786662,2.060304
1026.468,5.786742,2.070702
1026.588,5.786842,2.052418
1026.72,5.786942,2.070838
1026.852,5.787042,2.059242
1026.972,5.78714,2.054798
1027.104,5.78724,2.06951
1027.236,5.78734,2.053976
1027.368,5.78746,2.061222
1027.488,5.78756,2.071178
1027.62,5.78764,2.056734
1027.752,5.787738,2.063838
1027.872,5.787818,2.074226
1028.004,5.787938,2.052648
1028.136,5.788058,2.0739
1028.268,5.788138,2.066328
1028.388,5.788236,2.060674
1028.52,5.788336,2.078998
1028.652,5.788436,2.063608
1028.772,5.788536,2.066296
1028.904,5.788636,2.07434
1029.036,5.788716,2.048568
1029.168,5.788834,2.06587
1029.288,5.788934,2.073882
1029.42,5.789034,2.05082
1029.552,5.789134,2.073444
1029.672,5.789214,2.071346
1029.804,5.789334,2.061632
1029.936,5.789432,2.086286
1030.068,5.789532,2.06521
1030.188,5.789592,2.065496
1030.32,5.789712,2.084458
1030.452,5.78989,2.062122
1030.572,5.78999,2.067638
1030.704,5.79003,2.0788
1030.836,5.79013,2.065304
1030.968,5.79027,2.081928
1031.088,5.79035,2.079962
1031.22,5.790448,2.07011
1031.352,5.790568,2.06961
1031.472,5.790628,2.066906
1031.604,5.790748,2.071108
1031.736,5.790828,2.075292
1031.868,5.790948,2.065354
1031.988,5.791026,2.07357
1032.12,5.791146,2.077206
1032.252,5.791246,2.07107
1032.372,5.791346,2.083884
1032.504,5.791426,2.06541
1032.636,5.791544,2.077254
1032.768,5.791644,2.07359
1032.888,5.791704,2.072426
1033.02,5.791824,2.076102
1033.152,5.791924,2.075816
1033.272,5.792004,2.074502
1033.404,5.792122,2.084012
1033.536,5.792222,2.076526
1033.668,5.792362,2.062066
1033.788,5.792462,2.079094
1033.92,5.792522,2.064042
1034.052,5.79264,2.07068
1034.172,5.79272,2.081924
1034.304,5.79282,2.072982
1034.436,5.79296,2.07961
1034.568,5.79302,2.074378
1034.688,5.7931,2.079742
1034.82,5.79318,2.07671
1034.952,5.793318,2.069832
1035.072,5.793458,2.071268
1035.204,5.793558,2.082996
1035.336,5.793618,2.07053
1035.468,5.793718,2.077478
1035.588,5.793816,2.083064
1035.72,5.793956,2.066572
1035.852,5.794036,2.08785
1035.972,5.794116,2.081648
1036.104,5.794256,2.068806
1036.236,5.794334,2.080982
1036.368,5.794414,2.073228
1036.488,5.794534,2.0751
1036.62,5.794614,2.089742
1036.752,5.794734,2.070294
1036.872,5.794834,2.076592
1037.004,5.794912,2.083366
1037.136,5.795032,2.078042
1037.268,5.795132,2.09154
1037.388,5.795232,2.08709
1037.52,5.795332,2.082776
1037.652,5.79543,2.081022
1037.772,5.79551,2.075074
1037.904,5.79557,2.076974
1038.036,5.79571,2.075904
1038.168,5.79583,2.075458
1038.288,5.79593,2.076864
1038.42,5.796008,2.082012
1038.552,5.796108,2.08346
1038.672,5.796208,2.077084
1038.804,5.796348,2.083692
1038.936,5.796428,2.083412
1039.068,5.796506,2.08692
1039.188,5.796626,2.079144
1039.32,5.796706,2.080546
1039.452,5.796806,2.081782
1039.572,5.796886,2.079342
1039.704,5.797064,2.079676
1039.836,5.797144,2.08108
1039.968,5.797224,2.077652
1040.088,5.797324,2.085366
1040.22,5.797424,2.087074
1040.352,5.797524,2.08888
1040.472,5.797622,2.086798
1040.604,5.797742,2.089028
1040.736,5.797822,2.08292
1040.868,5.797922,2.085736
1040.988,5.798022,2.070464
1041.12,5.798122,2.080426
1041.252,5.7982,2.081334
1041.372,5.79832,2.078196
1041.504,5.79842,2.091752
1041.636,5.79852,2.082046
1041.768,5.79864,2.08439
1041.888,5.798738,2.08893
1042.02,5.798798,2.081934
1042.152,5.798918,2.09301
1042.272,5.799018,2.086042
1042.404,5.799118,2.076378
1042.536,5.799198,2.091914
1042.668,5.799336,2.07917
1042.788,5.799416,2.077478
1042.92,5.799496,2.088148
1043.052,5.799616,2.078696
1043.172,5.799716,2.081968
1043.304,5.799796,2.09045
1043.436,5.799914,2.083642
1043.568,5.800014,2.086664
1043.688,5.800094,2.080168
1043.82,5.800214,2.08227
1043.952,5.800314,2.091142
1044.072,5.800392,2.07417
1044.204,5.800452,2.085976
1044.336,5.800592,2.08798
1044.468,5.800712,2.076468
1044.588,5.800872,2.087084
1044.72,5.80093,2.093588
1044.852,5.80099,2.073604
1044.972,5.80111,2.088208
1045.104,5.80121,2.089088
1045.236,5.80131,2.081186
1045.368,5.80145,2.09328
1045.488,5.801508,2.084032
1045.62,5.801608,2.081942
1045.752,5.801708,2.095878
1045.872,5.801848,2.090828
1046.004,5.801948,2.086736
1046.136,5.802026,2.083426
1046.268,5.802066,2.077522
1046.388,5.802206,2.090784
1046.52,5.802306,2.082778
1046.652,5.802406,2.086088
1046.772,5.802506,2.093314
1046.904,5.802604,2.08123
1047.036,5.802704,2.090422
1047.168,5.802804,2.087844
1047.288,5.802884,2.075856
1047.42,5.803004,2.090592
1047.552,5.803102,2.089426
1047.672,5.803202,2.080378
1047.804,5.803302,2.09339
1047.936,5.803442,2.09312
1048.068,5.803482,2.088674
1048.188,5.803582,2.096844
1048.32,5.80372,2.080222
1048.452,5.8038,2.091126
1048.572,5.80388,2.096626
1048.704,5.80398,2.077568
1048.836,5.80404,2.0928
1048.968,5.804258,2.088394
1049.088,5.804338,2.082992
1049.22,5.804398,2.091726
1049.352,5.804498,2.082238
1049.472,5.804598,2.08046
1049.604,5.804718,2.09558
1049.736,5.804796,2.087706
1049.868,5.804916,2.096742
1049.988,5.804996,2.094712
1050.12,5.805096,2.086276
1050.252,5.805216,2.097686
1050.372,5.805276,2.09574
1050.504,5.805394,2.090758
1050.636,5.805514,2.105432
1050.768,5.805594,2.085344
1050.888,5.805694,2.093146
1051.02,5.805814,2.091648
1051.152,5.805892,2.085282
1051.272,5.805992,2.094728
1051.404,5.806092,2.0948
1051.536,5.806192,2.087904
1051.668,5.806312,2.094172
1051.788,5.806392,2.093086
1051.92,5.80649,2.090058
1052.052,5.80663,2.098782
1052.172,5.80669,2.085188
1052.304,5.80681,2.096164
1052.436,5.80691,2.099492
1052.568,5.807008,2.097844
1052.688,5.807108,2.109128
1052.82,5.807188,2.093126
1052.952,5.807288,2.091446
1053.072,5.807388,2.107012
1053.204,5.807506,2.088644
1053.336,5.807566,2.094242
1053.468,5.807646,2.099974
1053.588,5.807766,2.087788
1053.72,5.807906,2.103962
1053.852,5.808046,2.102174
1053.972,5.808104,2.090576
1054.104,5.808204,2.118556
1054.236,5.808304,2.089876
1054.368,5.808404,2.088884
1054.488,5.808484,2.104862
1054.62,5.808604,2.07912
1054.752,5.808722,2.106616
1054.872,5.808822,2.099948
1055.004,5.808902,2.092976
1055.136,5.809002,2.108984
1055.268,5.809102,2.100564
1055.388,5.8092,2.093834
1055.52,5.8093,2.111744
1055.652,5.8094,2.099866
1055.772,5.80948,2.090918
1055.904,5.8096,2.10514
1056.036,5.80968,2.092686
1056.168,5.809818,2.10909
1056.288,5.809898,2.107586
1056.42,5.809978,2.096326
1056.552,5.810078,2.103004
1056.672,5.810178,2.101472
1056.804,5.810296,2.103676
1056.936,5.810376,2.117196
1057.068,5.810476,2.098274
1057.188,5.810596,2.106314
1057.32,5.810756,2.110422
1057.452,5.810814,2.094756
1057.572,5.810874,2.105136
1057.704,5.810934,2.106484
1057.836,5.811094,2.095086
1057.968,5.811174,2.114838
1058.088,5.811254,2.09491
1058.22,5.811354,2.108
1058.352,5.811532,2.113424
1058.472,5.811592,2.100714
1058.604,5.811672,2.104706
1058.736,5.811852,2.10067
1058.868,5.811912,2.104884
1058.988,5.81197,2.109278
1059.12,5.81207,2.109112
1059.252,5.81219,2.101332
1059.372,5.81231,2.11121
1059.504,5.81239,2.10658
1059.636,5.812488,2.109612
1059.768,5.812588,2.10213
1059.888,5.812668,2.09246
1060.02,5.812788,2.109926
1060.152,5.812908,2.101016
1060.272,5.813006,2.09477
1060.404,5.813086,2.113368
1060.536,5.813166,2.111368
1060.668,5.813286,2.108588
1060.788,5.813386,2.113732
1060.92,5.813486,2.105636
1061.052,5.813624,2.10894
1061.172,5.813664,2.115198
1061.304,5.813784,2.09862
1061.436,5.813884,2.112404
1061.568,5.814004,2.100434
1061.688,5.814084,2.09046
1061.82,5.814202,2.11089
1061.952,5.814262,2.094276
1062.072,5.814362,2.096764
1062.204,5.814462,2.113832
1062.336,5.814542,2.09477
1062.468,5.81472,2.109992
1062.588,5.81478,2.11279
1062.72,5.81484,2.099052
1062.852,5.81492,2.112142
1062.972,5.81508,2.114772
1063.104,5.815198,2.089976
1063.236,5.815318,2.118874
1063.368,5.815418,2.092366
1063.488,5.815498,2.098214
1063.62,5.815598,2.10594
1063.752,5.815678,2.092716
1063.872,5.815776,2.09926
1064.004,5.815876,2.107428
1064.136,5.816036,2.099414
